BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT,YEAR,QUARTER
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,DRAPERY & UPHOLSTERY SERVICES,TRANSPORTATION OF THINGS,1548.41,347.05,2021,1
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,DRAPERY & UPHOLSTERY SERVICES,SUPPLIES AND MATERIALS,31026.6,5064.8,2021,1
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,DRAPERY & UPHOLSTERY SERVICES,EQUIPMENT,12135.7,-4571,2021,1
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,DRAPERY & UPHOLSTERY SERVICES,DRAPERY & UPHOLSTERY SERVICES TOTALS:,44710.71,840.85,2021,1
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,FINISH SCHEDULE,SUPPLIES AND MATERIALS,54,0,2021,1
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,FINISH SCHEDULE,EQUIPMENT,8309.35,5760,2021,1
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,FINISH SCHEDULE,FINISH SCHEDULE TOTALS:,8363.35,5760,2021,1
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CENTRAL WAREHOUSE/RCVG INIT,OTHER SERVICES,181360.79,181360.79,2021,1
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CENTRAL WAREHOUSE/RCVG INIT,CENTRAL WAREHOUSE/RCVG INIT TOTALS:,181360.79,181360.79,2021,1
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,BENEFITS AND COMPENSATION,EQUIPMENT,455344.56,8190,2021,1
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,BENEFITS AND COMPENSATION,BENEFITS AND COMPENSATION TOTALS:,455344.56,8190,2021,1
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,BENEFITS AND COMPENSATION,OFFICE TOTALS:,49592909.53,28416971.06,2021,1
,FISCAL YEAR 2021 COMMUNICATIONS & MARKETING,SALARIES  OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,66077.46,66077.46,2021,1
,FISCAL YEAR 2021 COMMUNICATIONS & MARKETING,SALARIES  OFFICERS & EMPLOYEES,SALARIES  OFFICERS & EMPLOYEES TOTALS:,66077.46,66077.46,2021,1
,FISCAL YEAR 2021 COMMUNICATIONS & MARKETING,ADMIN AND OPS,RENT  COMMUNICATION  UTILITIES,355.91,355.91,2021,1
,FISCAL YEAR 2021 COMMUNICATIONS & MARKETING,ADMIN AND OPS,SUPPLIES AND MATERIALS,11.38,11.38,2021,1
,FISCAL YEAR 2021 COMMUNICATIONS & MARKETING,ADMIN AND OPS,EQUIPMENT,2046.26,2046.26,2021,1
,FISCAL YEAR 2021 COMMUNICATIONS & MARKETING,ADMIN AND OPS,ADMIN AND OPS TOTALS:,2413.55,2413.55,2021,1
,FISCAL YEAR 2021 COMMUNICATIONS & MARKETING,ADMIN AND OPS,OFFICE TOTALS:,68491.01,68491.01,2021,1
,FISCAL YEAR 2021 WHISTLEBLOWER OMBUDS,SALARIES  OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,199761.04,110352.75,2021,1
,FISCAL YEAR 2021 WHISTLEBLOWER OMBUDS,SALARIES  OFFICERS & EMPLOYEES,SALARIES  OFFICERS & EMPLOYEES TOTALS:,199761.04,110352.75,2021,1
,FISCAL YEAR 2021 WHISTLEBLOWER OMBUDS,ADMIN AND OPS,RENT  COMMUNICATION  UTILITIES,1531.45,504.49,2021,1
,FISCAL YEAR 2021 WHISTLEBLOWER OMBUDS,ADMIN AND OPS,SUPPLIES AND MATERIALS,1839.7,1481.55,2021,1
,FISCAL YEAR 2021 WHISTLEBLOWER OMBUDS,ADMIN AND OPS,EQUIPMENT,4461.96,752,2021,1
,FISCAL YEAR 2021 WHISTLEBLOWER OMBUDS,ADMIN AND OPS,ADMIN AND OPS TOTALS:,7833.11,2738.04,2021,1
,FISCAL YEAR 2021 WHISTLEBLOWER OMBUDS,ADMIN AND OPS,OFFICE TOTALS:,207594.15,113090.79,2021,1
,FISCAL YEAR 2021 CLERK OF THE HOUSE,SALARIES  OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,11736276.56,5945614.31,2021,1
,FISCAL YEAR 2021 CLERK OF THE HOUSE,SALARIES  OFFICERS & EMPLOYEES,TRAVEL,5345.57,829.14,2021,1
,FISCAL YEAR 2021 CLERK OF THE HOUSE,SALARIES  OFFICERS & EMPLOYEES,RENT  COMMUNICATION  UTILITIES,78541.44,46208.84,2021,1
,FISCAL YEAR 2021 CLERK OF THE HOUSE,SALARIES  OFFICERS & EMPLOYEES,PRINTING AND REPRODUCTION,12778.42,8993.12,2021,1
,FISCAL YEAR 2021 CLERK OF THE HOUSE,SALARIES  OFFICERS & EMPLOYEES,OTHER SERVICES,426532.95,284578.79,2021,1
,FISCAL YEAR 2021 CLERK OF THE HOUSE,SALARIES  OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,93088.15,75840.6,2021,1
,FISCAL YEAR 2021 CLERK OF THE HOUSE,SALARIES  OFFICERS & EMPLOYEES,EQUIPMENT,115404.19,70890.75,2021,1
,FISCAL YEAR 2021 CLERK OF THE HOUSE,SALARIES  OFFICERS & EMPLOYEES,SALARIES  OFFICERS & EMPLOYEES TOTALS:,12467967.28,6432955.55,2021,1
,FISCAL YEAR 2021 CLERK OF THE HOUSE,RECEPTIONS,SUPPLIES AND MATERIALS,1155,1155,2021,1
,FISCAL YEAR 2021 CLERK OF THE HOUSE,RECEPTIONS,RECEPTIONS TOTALS:,1155,1155,2021,1
,FISCAL YEAR 2021 CLERK OF THE HOUSE,RECEPTIONS,OFFICE TOTALS:,12469122.28,6434110.55,2021,1
,FISCAL YEAR 2021 OFFICE OF GENERAL COUNSEL,SALARIES  OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,879648.89,414185.27,2021,1
,FISCAL YEAR 2021 OFFICE OF GENERAL COUNSEL,SALARIES  OFFICERS & EMPLOYEES,RENT  COMMUNICATION  UTILITIES,5879.51,4214.18,2021,1
,FISCAL YEAR 2021 OFFICE OF GENERAL COUNSEL,SALARIES  OFFICERS & EMPLOYEES,PRINTING AND REPRODUCTION,2700,1137,2021,1
,FISCAL YEAR 2021 OFFICE OF GENERAL COUNSEL,SALARIES  OFFICERS & EMPLOYEES,OTHER SERVICES,12148,6148,2021,1
,FISCAL YEAR 2021 OFFICE OF GENERAL COUNSEL,SALARIES  OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,3174,3076.76,2021,1
,FISCAL YEAR 2021 OFFICE OF GENERAL COUNSEL,SALARIES  OFFICERS & EMPLOYEES,EQUIPMENT,5340.84,376.2,2021,1
,FISCAL YEAR 2021 OFFICE OF GENERAL COUNSEL,SALARIES  OFFICERS & EMPLOYEES,SALARIES  OFFICERS & EMPLOYEES TOTALS:,908891.24,429137.41,2021,1
,FISCAL YEAR 2021 OFFICE OF GENERAL COUNSEL,SALARIES  OFFICERS & EMPLOYEES,OFFICE TOTALS:,908891.24,429137.41,2021,1
,FISCAL YEAR 2021 SERGEANT AT ARMS,PERSONNEL,PERSONNEL COMPENSATION,5719887.43,3011249.46,2021,1
,FISCAL YEAR 2021 SERGEANT AT ARMS,PERSONNEL,PERSONNEL TOTALS:,5719887.43,3011249.46,2021,1
,FISCAL YEAR 2021 SERGEANT AT ARMS,PERSONNEL,OFFICE TOTALS:,5719887.43,3011249.46,2021,1
,FISCAL YEAR 2021 OFFICE OF THE PARLIAMENTARIAN,SALARIES  OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,667399.95,340366.64,2021,1
,FISCAL YEAR 2021 OFFICE OF THE PARLIAMENTARIAN,SALARIES  OFFICERS & EMPLOYEES,RENT  COMMUNICATION  UTILITIES,15939.19,7590.38,2021,1
,FISCAL YEAR 2021 OFFICE OF THE PARLIAMENTARIAN,SALARIES  OFFICERS & EMPLOYEES,PRINTING AND REPRODUCTION,17.95,17.95,2021,1
,FISCAL YEAR 2021 OFFICE OF THE PARLIAMENTARIAN,SALARIES  OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,1571.43,1208.61,2021,1
,FISCAL YEAR 2021 OFFICE OF THE PARLIAMENTARIAN,SALARIES  OFFICERS & EMPLOYEES,EQUIPMENT,7993.66,6817.66,2021,1
,FISCAL YEAR 2021 OFFICE OF THE PARLIAMENTARIAN,SALARIES  OFFICERS & EMPLOYEES,SALARIES  OFFICERS & EMPLOYEES TOTALS:,692922.18,356001.24,2021,1
,FISCAL YEAR 2021 OFFICE OF THE PARLIAMENTARIAN,SALARIES  OFFICERS & EMPLOYEES,OFFICE TOTALS:,692922.18,356001.24,2021,1
,FISCAL YEAR 2021 COMPILATION OF PRECEDENTS,SALARIES  OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,190499.97,96499.98,2021,1
,FISCAL YEAR 2021 COMPILATION OF PRECEDENTS,SALARIES  OFFICERS & EMPLOYEES,SALARIES  OFFICERS & EMPLOYEES TOTALS:,190499.97,96499.98,2021,1
,FISCAL YEAR 2021 COMPILATION OF PRECEDENTS,SALARIES  OFFICERS & EMPLOYEES,OFFICE TOTALS:,190499.97,96499.98,2021,1
,FISCAL YEAR 2021 TECHNICAL ASSISTANTS,SALARIES  OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,290553.54,145276.77,2021,1
,FISCAL YEAR 2021 TECHNICAL ASSISTANTS,SALARIES  OFFICERS & EMPLOYEES,SALARIES  OFFICERS & EMPLOYEES TOTALS:,290553.54,145276.77,2021,1
,FISCAL YEAR 2021 TECHNICAL ASSISTANTS,SALARIES  OFFICERS & EMPLOYEES,OFFICE TOTALS:,290553.54,145276.77,2021,1
,FISCAL YEAR 2021 OFFICE OF INSPECTOR GENERAL,TRAINING  PERSONNEL & DEVELOP,OTHER SERVICES,5039.53,4162.33,2021,1
,FISCAL YEAR 2021 OFFICE OF INSPECTOR GENERAL,TRAINING  PERSONNEL & DEVELOP,TRAINING  PERSONNEL & DEVELOP TOTALS:,5039.53,4162.33,2021,1
,FISCAL YEAR 2021 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,PERSONNEL COMPENSATION,204189.35,102675.51,2021,1
,FISCAL YEAR 2021 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,RENT  COMMUNICATION  UTILITIES,8461.92,5187.46,2021,1
,FISCAL YEAR 2021 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,OTHER SERVICES,36025.31,21130.31,2021,1
,FISCAL YEAR 2021 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,SUPPLIES AND MATERIALS,919.09,421.88,2021,1
,FISCAL YEAR 2021 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,EQUIPMENT,4697.49,3581.49,2021,1
,FISCAL YEAR 2021 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,ADMIN AND OPS TOTALS:,254293.16,132996.65,2021,1
,FISCAL YEAR 2021 OFFICE OF INSPECTOR GENERAL,AUDIT  ADVISORY  INVESTIGATION,PERSONNEL COMPENSATION,1422722.47,754051.16,2021,1
,FISCAL YEAR 2021 OFFICE OF INSPECTOR GENERAL,AUDIT  ADVISORY  INVESTIGATION,SUPPLIES AND MATERIALS,22668,22668,2021,1
,FISCAL YEAR 2021 OFFICE OF INSPECTOR GENERAL,AUDIT  ADVISORY  INVESTIGATION,AUDIT  ADVISORY  INVESTIGATION TOTALS:,1445390.47,776719.16,2021,1
,FISCAL YEAR 2021 OFFICE OF INSPECTOR GENERAL,AUDIT  ADVISORY  INVESTIGATION,OFFICE TOTALS:,1704723.16,913878.14,2021,1
,FISCAL YEAR 2021 DIVERSITY & INCLUSION,SALARIES  OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,321021.3,161738.85,2021,1
,FISCAL YEAR 2021 DIVERSITY & INCLUSION,SALARIES  OFFICERS & EMPLOYEES,SALARIES  OFFICERS & EMPLOYEES TOTALS:,321021.3,161738.85,2021,1
,FISCAL YEAR 2021 DIVERSITY & INCLUSION,ADMIN AND OPS,RENT  COMMUNICATION  UTILITIES,3508.99,1359.07,2021,1
,FISCAL YEAR 2021 DIVERSITY & INCLUSION,ADMIN AND OPS,PRINTING AND REPRODUCTION,326.8,84.95,2021,1
,FISCAL YEAR 2021 DIVERSITY & INCLUSION,ADMIN AND OPS,OTHER SERVICES,48900,36495,2021,1
,FISCAL YEAR 2021 DIVERSITY & INCLUSION,ADMIN AND OPS,SUPPLIES AND MATERIALS,10719.14,6741.75,2021,1
,FISCAL YEAR 2021 DIVERSITY & INCLUSION,ADMIN AND OPS,ADMIN AND OPS TOTALS:,63454.93,44680.77,2021,1
,FISCAL YEAR 2021 DIVERSITY & INCLUSION,ADMIN AND OPS,OFFICE TOTALS:,384476.23,206419.62,2021,1
,FISCAL YEAR 2021 LAW REVISION COUNSEL,ADMIN AND OPS,RENT  COMMUNICATION  UTILITIES,2337.47,1393.58,2021,1
,FISCAL YEAR 2021 LAW REVISION COUNSEL,ADMIN AND OPS,OTHER SERVICES,86521,86521,2021,1
,FISCAL YEAR 2021 LAW REVISION COUNSEL,ADMIN AND OPS,SUPPLIES AND MATERIALS,8759.9,6079.94,2021,1
,FISCAL YEAR 2021 LAW REVISION COUNSEL,ADMIN AND OPS,EQUIPMENT,2593,1463,2021,1
,FISCAL YEAR 2021 LAW REVISION COUNSEL,ADMIN AND OPS,ADMIN AND OPS TOTALS:,100211.37,95457.52,2021,1
,FISCAL YEAR 2021 LAW REVISION COUNSEL,USC CODIFICATION & MAINTENANCE,PERSONNEL COMPENSATION,1091983.46,550908.38,2021,1
,FISCAL YEAR 2021 LAW REVISION COUNSEL,USC CODIFICATION & MAINTENANCE,USC CODIFICATION & MAINTENANCE TOTALS:,1091983.46,550908.38,2021,1
,FISCAL YEAR 2021 LAW REVISION COUNSEL,USC CODIFICATION & MAINTENANCE,OFFICE TOTALS:,1192194.83,646365.9,2021,1
,FISCAL YEAR 2021 LEGISLATIVE COUNSEL,ADMIN AND OPS,RENT  COMMUNICATION  UTILITIES,25977.74,15846.17,2021,1
,FISCAL YEAR 2021 LEGISLATIVE COUNSEL,ADMIN AND OPS,OTHER SERVICES,17627.5,8987,2021,1
,FISCAL YEAR 2021 LEGISLATIVE COUNSEL,ADMIN AND OPS,SUPPLIES AND MATERIALS,8535.12,7865.28,2021,1
,FISCAL YEAR 2021 LEGISLATIVE COUNSEL,ADMIN AND OPS,EQUIPMENT,13109.4,9875.64,2021,1
,FISCAL YEAR 2021 LEGISLATIVE COUNSEL,ADMIN AND OPS,ADMIN AND OPS TOTALS:,65249.76,42574.09,2021,1
,FISCAL YEAR 2021 LEGISLATIVE COUNSEL,DRAFTING LEGISLATION,PERSONNEL COMPENSATION,5058420.99,2548416.21,2021,1
,FISCAL YEAR 2021 LEGISLATIVE COUNSEL,DRAFTING LEGISLATION,DRAFTING LEGISLATION TOTALS:,5058420.99,2548416.21,2021,1
,FISCAL YEAR 2021 LEGISLATIVE COUNSEL,DRAFTING LEGISLATION,OFFICE TOTALS:,5123670.75,2590990.3,2021,1
,FISCAL YEAR 2021 INTERPARLIAMENTARY AFFAIRS,SALARIES  OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,181280.58,92355.57,2021,1
,FISCAL YEAR 2021 INTERPARLIAMENTARY AFFAIRS,SALARIES  OFFICERS & EMPLOYEES,RENT  COMMUNICATION  UTILITIES,2992.55,1903.52,2021,1
,FISCAL YEAR 2021 INTERPARLIAMENTARY AFFAIRS,SALARIES  OFFICERS & EMPLOYEES,PRINTING AND REPRODUCTION,644,0,2021,1
,FISCAL YEAR 2021 INTERPARLIAMENTARY AFFAIRS,SALARIES  OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,4459.22,2008.57,2021,1
,FISCAL YEAR 2021 INTERPARLIAMENTARY AFFAIRS,SALARIES  OFFICERS & EMPLOYEES,EQUIPMENT,1106.05,0,2021,1
,FISCAL YEAR 2021 INTERPARLIAMENTARY AFFAIRS,SALARIES  OFFICERS & EMPLOYEES,SALARIES  OFFICERS & EMPLOYEES TOTALS:,190482.4,96267.66,2021,1
,FISCAL YEAR 2021 INTERPARLIAMENTARY AFFAIRS,SALARIES  OFFICERS & EMPLOYEES,OFFICE TOTALS:,190482.4,96267.66,2021,1
,FISCAL YEAR 2021 ENTERPRISE APPLICATIONS,ATLAS,OTHER SERVICES,1801.73,0,2021,1
,FISCAL YEAR 2021 ENTERPRISE APPLICATIONS,ATLAS,ATLAS TOTALS:,1801.73,0,2021,1
,FISCAL YEAR 2021 ENTERPRISE APPLICATIONS,ATLAS,OFFICE TOTALS:,1801.73,0,2021,1
,FISCAL YEAR 2021 CLERK OF THE HOUSE,SALARIES  OFFICERS & EMPLOYEES,OTHER SERVICES,99999.87,99999.87,2021,1
,FISCAL YEAR 2021 CLERK OF THE HOUSE,SALARIES  OFFICERS & EMPLOYEES,EQUIPMENT,12046.65,12046.65,2021,1
,FISCAL YEAR 2021 CLERK OF THE HOUSE,SALARIES  OFFICERS & EMPLOYEES,SALARIES  OFFICERS & EMPLOYEES TOTALS:,112046.52,112046.52,2021,1
,FISCAL YEAR 2021 CLERK OF THE HOUSE,LIMS,OTHER SERVICES,681076.73,367165.2,2021,1
,FISCAL YEAR 2021 CLERK OF THE HOUSE,LIMS,EQUIPMENT,54000,0,2021,1
,FISCAL YEAR 2021 CLERK OF THE HOUSE,LIMS,LIMS TOTALS:,735076.73,367165.2,2021,1
,FISCAL YEAR 2021 CLERK OF THE HOUSE,ELECTRONIC VOTING SYSTEM,OTHER SERVICES,46445,46445,2021,1
,FISCAL YEAR 2021 CLERK OF THE HOUSE,ELECTRONIC VOTING SYSTEM,ELECTRONIC VOTING SYSTEM TOTALS:,46445,46445,2021,1
,FISCAL YEAR 2021 CLERK OF THE HOUSE,BCDR EXERCISES ACTIVITY,TRAVEL,25.2,25.2,2021,1
,FISCAL YEAR 2021 CLERK OF THE HOUSE,BCDR EXERCISES ACTIVITY,EQUIPMENT,9825.57,9825.57,2021,1
,FISCAL YEAR 2021 CLERK OF THE HOUSE,BCDR EXERCISES ACTIVITY,BCDR EXERCISES ACTIVITY TOTALS:,9850.77,9850.77,2021,1
,FISCAL YEAR 2021 CLERK OF THE HOUSE,BCDR EXERCISES ACTIVITY,OFFICE TOTALS:,903419.02,535507.49,2021,1
,FISCAL YEAR 2021 ACQUISITIONS,MAIL AND PACKAGE DELIVERY,RENT  COMMUNICATION  UTILITIES,46884.23,25839.99,2021,1
,FISCAL YEAR 2021 ACQUISITIONS,MAIL AND PACKAGE DELIVERY,OTHER SERVICES,594416.78,587728.7,2021,1
,FISCAL YEAR 2021 ACQUISITIONS,MAIL AND PACKAGE DELIVERY,EQUIPMENT,198697.2,100199.28,2021,1
,FISCAL YEAR 2021 ACQUISITIONS,MAIL AND PACKAGE DELIVERY,MAIL AND PACKAGE DELIVERY TOTALS:,839998.21,713767.97,2021,1
,FISCAL YEAR 2021 ACQUISITIONS,DIGITAL MAIL,OTHER SERVICES,482799.86,482799.86,2021,1
,FISCAL YEAR 2021 ACQUISITIONS,DIGITAL MAIL,DIGITAL MAIL TOTALS:,482799.86,482799.86,2021,1
,FISCAL YEAR 2021 ACQUISITIONS,DIGITAL MAIL,OFFICE TOTALS:,1322798.07,1196567.83,2021,1
,FISCAL YEAR 2021 ACCOUNTING,ADMIN AND OPS,OTHER SERVICES,63000,43240,2021,1
,FISCAL YEAR 2021 ACCOUNTING,ADMIN AND OPS,ADMIN AND OPS TOTALS:,63000,43240,2021,1
,FISCAL YEAR 2021 ACCOUNTING,ADMIN AND OPS,OFFICE TOTALS:,63000,43240,2021,1
,FISCAL YEAR 2021 SERGEANT AT ARMS,NON - PERSONNEL,TRAVEL,92510.41,92510.41,2021,1
,FISCAL YEAR 2021 SERGEANT AT ARMS,NON - PERSONNEL,PRINTING AND REPRODUCTION,2186.81,2186.81,2021,1
,FISCAL YEAR 2021 SERGEANT AT ARMS,NON - PERSONNEL,OTHER SERVICES,544458.48,543833.48,2021,1
,FISCAL YEAR 2021 SERGEANT AT ARMS,NON - PERSONNEL,SUPPLIES AND MATERIALS,9654.16,3020,2021,1
,FISCAL YEAR 2021 SERGEANT AT ARMS,NON - PERSONNEL,EQUIPMENT,93468.63,9842.97,2021,1
,FISCAL YEAR 2021 SERGEANT AT ARMS,NON - PERSONNEL,NON - PERSONNEL TOTALS:,742278.49,651393.67,2021,1
,FISCAL YEAR 2021 SERGEANT AT ARMS,MEMB DSTOFF SECUR ASSMNT,EQUIPMENT,2292.66,0,2021,1
,FISCAL YEAR 2021 SERGEANT AT ARMS,MEMB DSTOFF SECUR ASSMNT,MEMB DSTOFF SECUR ASSMNT TOTALS:,2292.66,0,2021,1
,FISCAL YEAR 2021 SERGEANT AT ARMS,MEMB DSTOFF SECUR ASSMNT OTH,EQUIPMENT,11810.23,11810.23,2021,1
,FISCAL YEAR 2021 SERGEANT AT ARMS,MEMB DSTOFF SECUR ASSMNT OTH,MEMB DSTOFF SECUR ASSMNT OTH TOTALS:,11810.23,11810.23,2021,1
,FISCAL YEAR 2021 SERGEANT AT ARMS,MEMB DSTOFF SECUR ASSMNT OTH,OFFICE TOTALS:,756381.38,663203.9,2021,1
,FISCAL YEAR 2021 SERGEANT AT ARMS,PERSONNEL,PERSONNEL COMPENSATION,531120.79,98188.29,2021,1
,FISCAL YEAR 2021 SERGEANT AT ARMS,PERSONNEL,PERSONNEL TOTALS:,531120.79,98188.29,2021,1
,FISCAL YEAR 2021 SERGEANT AT ARMS,NON - PERSONNEL,TRAVEL,24501.49,24365.69,2021,1
,FISCAL YEAR 2021 SERGEANT AT ARMS,NON - PERSONNEL,RENT  COMMUNICATION  UTILITIES,69905.34,43416.73,2021,1
,FISCAL YEAR 2021 SERGEANT AT ARMS,NON - PERSONNEL,PRINTING AND REPRODUCTION,747.4,627.5,2021,1
,FISCAL YEAR 2021 SERGEANT AT ARMS,NON - PERSONNEL,OTHER SERVICES,138121.65,87990.35,2021,1
,FISCAL YEAR 2021 SERGEANT AT ARMS,NON - PERSONNEL,SUPPLIES AND MATERIALS,17540.42,8219.02,2021,1
,FISCAL YEAR 2021 SERGEANT AT ARMS,NON - PERSONNEL,EQUIPMENT,58416,26515.64,2021,1
,FISCAL YEAR 2021 SERGEANT AT ARMS,NON - PERSONNEL,NON - PERSONNEL TOTALS:,309232.3,191134.93,2021,1
,FISCAL YEAR 2021 SERGEANT AT ARMS,MEMB DSTOFF SECUR ASSMNT OTH,OTHER SERVICES,29127.48,14239.59,2021,1
,FISCAL YEAR 2021 SERGEANT AT ARMS,MEMB DSTOFF SECUR ASSMNT OTH,EQUIPMENT,1208.79,1208.79,2021,1
,FISCAL YEAR 2021 SERGEANT AT ARMS,MEMB DSTOFF SECUR ASSMNT OTH,MEMB DSTOFF SECUR ASSMNT OTH TOTALS:,30336.27,15448.38,2021,1
,FISCAL YEAR 2021 SERGEANT AT ARMS,MEMB DSTOFF SECUR ASSMNT OTH,OFFICE TOTALS:,870689.36,304771.6,2021,1
,FISCAL YEAR 2021 EMD,OEPPO,OTHER SERVICES,114202.83,114202.83,2021,1
,FISCAL YEAR 2021 EMD,OEPPO,OEPPO TOTALS:,114202.83,114202.83,2021,1
,FISCAL YEAR 2021 EMD,OEPPO,OFFICE TOTALS:,114202.83,114202.83,2021,1
,FISCAL YEAR 2021 ENTERPRISE APPLICATIONS,CONGRESSIONAL TRANSITION,OTHER SERVICES,52187.36,33098.72,2021,1
,FISCAL YEAR 2021 ENTERPRISE APPLICATIONS,CONGRESSIONAL TRANSITION,CONGRESSIONAL TRANSITION TOTALS:,52187.36,33098.72,2021,1
,FISCAL YEAR 2021 ENTERPRISE APPLICATIONS,CONGRESSIONAL TRANSITION,OFFICE TOTALS:,52187.36,33098.72,2021,1
,FISCAL YEAR 2021 NETWORKING,CONGRESSIONAL TRANSITION,OTHER SERVICES,76929.3,76929.3,2021,1
,FISCAL YEAR 2021 NETWORKING,CONGRESSIONAL TRANSITION,SUPPLIES AND MATERIALS,19277.21,627.11,2021,1
,FISCAL YEAR 2021 NETWORKING,CONGRESSIONAL TRANSITION,CONGRESSIONAL TRANSITION TOTALS:,96206.51,77556.41,2021,1
,FISCAL YEAR 2021 NETWORKING,CONGRESSIONAL TRANSITION,OFFICE TOTALS:,96206.51,77556.41,2021,1
,FISCAL YEAR 2021 IT CUSTOMER SOLUTIONS,CONGRESSIONAL TRANSITION,TRANSPORTATION OF THINGS,222,110,2021,1
,FISCAL YEAR 2021 IT CUSTOMER SOLUTIONS,CONGRESSIONAL TRANSITION,RENT  COMMUNICATION  UTILITIES,19066,19066,2021,1
,FISCAL YEAR 2021 IT CUSTOMER SOLUTIONS,CONGRESSIONAL TRANSITION,PRINTING AND REPRODUCTION,1879.24,1879.24,2021,1
,FISCAL YEAR 2021 IT CUSTOMER SOLUTIONS,CONGRESSIONAL TRANSITION,OTHER SERVICES,103178.3,103178.3,2021,1
,FISCAL YEAR 2021 IT CUSTOMER SOLUTIONS,CONGRESSIONAL TRANSITION,SUPPLIES AND MATERIALS,33669,438,2021,1
,FISCAL YEAR 2021 IT CUSTOMER SOLUTIONS,CONGRESSIONAL TRANSITION,EQUIPMENT,9886.32,-76697.4,2021,1
,FISCAL YEAR 2021 IT CUSTOMER SOLUTIONS,CONGRESSIONAL TRANSITION,CONGRESSIONAL TRANSITION TOTALS:,167900.86,47974.14,2021,1
,FISCAL YEAR 2021 IT CUSTOMER SOLUTIONS,CONGRESSIONAL TRANSITION,OFFICE TOTALS:,167900.86,47974.14,2021,1
,FISCAL YEAR 2021 FURNISHINGS,CONGRESSIONAL TRANSITION,OTHER SERVICES,281382.97,208231.73,2021,1
,FISCAL YEAR 2021 FURNISHINGS,CONGRESSIONAL TRANSITION,SUPPLIES AND MATERIALS,86075.06,70078.04,2021,1
,FISCAL YEAR 2021 FURNISHINGS,CONGRESSIONAL TRANSITION,EQUIPMENT,147275.95,147275.95,2021,1
,FISCAL YEAR 2021 FURNISHINGS,CONGRESSIONAL TRANSITION,CONGRESSIONAL TRANSITION TOTALS:,514733.98,425585.72,2021,1
,FISCAL YEAR 2021 FURNISHINGS,CONGRESSIONAL TRANSITION,OFFICE TOTALS:,514733.98,425585.72,2021,1
,FISCAL YEAR 2021 ASSET MANAGEMENT,CONGRESSIONAL TRANSITION,OTHER SERVICES,254080.75,146755.29,2021,1
,FISCAL YEAR 2021 ASSET MANAGEMENT,CONGRESSIONAL TRANSITION,SUPPLIES AND MATERIALS,2167.24,-11425.69,2021,1
,FISCAL YEAR 2021 ASSET MANAGEMENT,CONGRESSIONAL TRANSITION,EQUIPMENT,9799.59,9799.59,2021,1
,FISCAL YEAR 2021 ASSET MANAGEMENT,CONGRESSIONAL TRANSITION,CONGRESSIONAL TRANSITION TOTALS:,266047.58,145129.19,2021,1
,FISCAL YEAR 2021 ASSET MANAGEMENT,CONGRESSIONAL TRANSITION,OFFICE TOTALS:,266047.58,145129.19,2021,1
,FISCAL YEAR 2021 CAO MEMBER EQUIPMENT PROGRAM,CAO TV PROGRAM,SUPPLIES AND MATERIALS,18902.71,18681.2,2021,1
,FISCAL YEAR 2021 CAO MEMBER EQUIPMENT PROGRAM,CAO TV PROGRAM,EQUIPMENT,144040,143281,2021,1
,FISCAL YEAR 2021 CAO MEMBER EQUIPMENT PROGRAM,CAO TV PROGRAM,CAO TV PROGRAM TOTALS:,162942.71,161962.2,2021,1
