BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT,YEAR,QUARTER
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,FURNITURE AND REFURBISHMENT,FURNITURE AND REFURBISHMENT TOTALS:,816890.92,137536.67,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,HRS FLOOR COVERAGE,OTHER SERVICES,1422.86,0,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,HRS FLOOR COVERAGE,SUPPLIES AND MATERIALS,5357.72,850,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,HRS FLOOR COVERAGE,EQUIPMENT,181423.72,115875.5,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,HRS FLOOR COVERAGE,HRS FLOOR COVERAGE TOTALS:,188204.3,116725.5,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE RECORDING STUDIO OPS,SUPPLIES AND MATERIALS,13497.82,1440.91,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE RECORDING STUDIO OPS,EQUIPMENT,50708.37,36882.14,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE RECORDING STUDIO OPS,HOUSE RECORDING STUDIO OPS TOTALS:,64206.19,38323.05,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,EVENT ROOM AV,SUPPLIES AND MATERIALS,2098.15,382.68,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,EVENT ROOM AV,EVENT ROOM AV TOTALS:,2098.15,382.68,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE WELLNESS PROGRAM,TRANSPORTATION OF THINGS,320.65,0,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE WELLNESS PROGRAM,RENT  COMMUNICATION  UTILITIES,200,0,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE WELLNESS PROGRAM,PRINTING AND REPRODUCTION,673.16,673.16,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE WELLNESS PROGRAM,OTHER SERVICES,137749,133449,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE WELLNESS PROGRAM,SUPPLIES AND MATERIALS,3964.8,476.77,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE WELLNESS PROGRAM,EQUIPMENT,1328.69,0,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE WELLNESS PROGRAM,HOUSE WELLNESS PROGRAM TOTALS:,144236.3,134598.93,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE ARCHITECTURE,SUPPLIES AND MATERIALS,3750,3750,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE ARCHITECTURE,EQUIPMENT,32369.02,32369.02,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,ENTERPRISE ARCHITECTURE,ENTERPRISE ARCHITECTURE TOTALS:,36119.02,36119.02,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CLOUD SERVICES,OTHER SERVICES,132097.9,131903.27,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CLOUD SERVICES,EQUIPMENT,171200,171200,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CLOUD SERVICES,CLOUD SERVICES TOTALS:,303297.9,303103.27,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,TELECOMMUNICATIONS,RENT  COMMUNICATION  UTILITIES,571974.29,218346.21,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,TELECOMMUNICATIONS,OTHER SERVICES,225175.85,195966.71,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,TELECOMMUNICATIONS,SUPPLIES AND MATERIALS,456,0,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,TELECOMMUNICATIONS,EQUIPMENT,1470220.67,698180.37,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,TELECOMMUNICATIONS,TELECOMMUNICATIONS TOTALS:,2267826.81,1112493.29,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,NETWORK SERVICES,OTHER SERVICES,250589.92,224854.45,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,NETWORK SERVICES,SUPPLIES AND MATERIALS,1862079.4,1251678.39,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,NETWORK SERVICES,EQUIPMENT,4233810.59,1566309.37,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,NETWORK SERVICES,NETWORK SERVICES TOTALS:,6346479.91,3042842.21,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,RENT  COMMUNICATION  UTILITIES,1219122.53,390821.14,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,OTHER SERVICES,10547.35,8297.74,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,SUPPLIES AND MATERIALS,40472.05,40030.75,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,EQUIPMENT,1234464.8,880788.54,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,WIDE AREA NETWORK,WIDE AREA NETWORK TOTALS:,2504606.73,1319938.17,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CAMPUS NETWORKING,OTHER SERVICES,513767.85,452678.16,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CAMPUS NETWORKING,SUPPLIES AND MATERIALS,27357.58,16102.71,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CAMPUS NETWORKING,EQUIPMENT,276942.34,199577.81,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CAMPUS NETWORKING,CAMPUS NETWORKING TOTALS:,818067.77,668358.68,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE TECHNICAL SUPPORT,OTHER SERVICES,301021.5,36445.5,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,HOUSE TECHNICAL SUPPORT,HOUSE TECHNICAL SUPPORT TOTALS:,301021.5,36445.5,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CONSOLIDATED SERVICE CENTER,OTHER SERVICES,137000,127830.41,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CONSOLIDATED SERVICE CENTER,EQUIPMENT,29363.92,0,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CONSOLIDATED SERVICE CENTER,CONSOLIDATED SERVICE CENTER TOTALS:,166363.92,127830.41,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CARPET SERVICES,OTHER SERVICES,11485.98,2630.98,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CARPET SERVICES,SUPPLIES AND MATERIALS,26173.36,2161.94,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CARPET SERVICES,EQUIPMENT,131948.81,62749.84,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CARPET SERVICES,CARPET SERVICES TOTALS:,169608.15,67542.76,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,DRAPERY & UPHOLSTERY SERVICES,TRANSPORTATION OF THINGS,1548.41,0,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,DRAPERY & UPHOLSTERY SERVICES,SUPPLIES AND MATERIALS,53194.89,9437.44,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,DRAPERY & UPHOLSTERY SERVICES,EQUIPMENT,208873.6,82880.02,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,DRAPERY & UPHOLSTERY SERVICES,DRAPERY & UPHOLSTERY SERVICES TOTALS:,263616.9,92317.46,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,FINISH SCHEDULE,SUPPLIES AND MATERIALS,223.39,0,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,FINISH SCHEDULE,EQUIPMENT,17579.06,6706.73,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,FINISH SCHEDULE,FINISH SCHEDULE TOTALS:,17802.45,6706.73,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CENTRAL WAREHOUSE/RCVG INIT,OTHER SERVICES,683328.49,0,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,CENTRAL WAREHOUSE/RCVG INIT,CENTRAL WAREHOUSE/RCVG INIT TOTALS:,683328.49,0,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,BENEFITS AND COMPENSATION,EQUIPMENT,468828.7,13484.14,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,BENEFITS AND COMPENSATION,BENEFITS AND COMPENSATION TOTALS:,468828.7,13484.14,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,ACCESS INFO SYST TECH SERVICES,EQUIPMENT,147281.08,0,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,ACCESS INFO SYST TECH SERVICES,ACCESS INFO SYST TECH SERVICES TOTALS:,147281.08,0,2021,3
,FISCAL YEAR 2021 CHIEF ADMIN OFCR OF THE HOUSE,ACCESS INFO SYST TECH SERVICES,OFFICE TOTALS:,113904100.9,37268340.52,2021,3
,FISCAL YEAR 2021 COMMUNICATIONS & MARKETING,SALARIES  OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,333699.14,135649.74,2021,3
,FISCAL YEAR 2021 COMMUNICATIONS & MARKETING,SALARIES  OFFICERS & EMPLOYEES,SALARIES  OFFICERS & EMPLOYEES TOTALS:,333699.14,135649.74,2021,3
,FISCAL YEAR 2021 COMMUNICATIONS & MARKETING,ADMIN AND OPS,RENT  COMMUNICATION  UTILITIES,2835.8,1327.77,2021,3
,FISCAL YEAR 2021 COMMUNICATIONS & MARKETING,ADMIN AND OPS,PRINTING AND REPRODUCTION,82.84,80.94,2021,3
,FISCAL YEAR 2021 COMMUNICATIONS & MARKETING,ADMIN AND OPS,OTHER SERVICES,8939.42,0,2021,3
,FISCAL YEAR 2021 COMMUNICATIONS & MARKETING,ADMIN AND OPS,SUPPLIES AND MATERIALS,6792.11,939.23,2021,3
,FISCAL YEAR 2021 COMMUNICATIONS & MARKETING,ADMIN AND OPS,EQUIPMENT,6614.26,4568,2021,3
,FISCAL YEAR 2021 COMMUNICATIONS & MARKETING,ADMIN AND OPS,ADMIN AND OPS TOTALS:,25264.43,6915.94,2021,3
,FISCAL YEAR 2021 COMMUNICATIONS & MARKETING,ADMIN AND OPS,OFFICE TOTALS:,358963.57,142565.68,2021,3
,FISCAL YEAR 2021 WHISTLEBLOWER OMBUDS,SALARIES  OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,420466.54,110352.75,2021,3
,FISCAL YEAR 2021 WHISTLEBLOWER OMBUDS,SALARIES  OFFICERS & EMPLOYEES,SALARIES  OFFICERS & EMPLOYEES TOTALS:,420466.54,110352.75,2021,3
,FISCAL YEAR 2021 WHISTLEBLOWER OMBUDS,ADMIN AND OPS,TRAVEL,812.8,812.8,2021,3
,FISCAL YEAR 2021 WHISTLEBLOWER OMBUDS,ADMIN AND OPS,RENT  COMMUNICATION  UTILITIES,6453.84,2364.57,2021,3
,FISCAL YEAR 2021 WHISTLEBLOWER OMBUDS,ADMIN AND OPS,PRINTING AND REPRODUCTION,13376.22,13187.22,2021,3
,FISCAL YEAR 2021 WHISTLEBLOWER OMBUDS,ADMIN AND OPS,OTHER SERVICES,6614.99,6595,2021,3
,FISCAL YEAR 2021 WHISTLEBLOWER OMBUDS,ADMIN AND OPS,SUPPLIES AND MATERIALS,8868.11,3285.27,2021,3
,FISCAL YEAR 2021 WHISTLEBLOWER OMBUDS,ADMIN AND OPS,EQUIPMENT,17178.94,0,2021,3
,FISCAL YEAR 2021 WHISTLEBLOWER OMBUDS,ADMIN AND OPS,ADMIN AND OPS TOTALS:,53304.9,26244.86,2021,3
,FISCAL YEAR 2021 WHISTLEBLOWER OMBUDS,ADMIN AND OPS,OFFICE TOTALS:,473771.44,136597.61,2021,3
,FISCAL YEAR 2021 CLERK OF THE HOUSE,SALARIES  OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,23504851.01,5897756.38,2021,3
,FISCAL YEAR 2021 CLERK OF THE HOUSE,SALARIES  OFFICERS & EMPLOYEES,TRAVEL,7544.35,764.7,2021,3
,FISCAL YEAR 2021 CLERK OF THE HOUSE,SALARIES  OFFICERS & EMPLOYEES,RENT  COMMUNICATION  UTILITIES,177885.54,50583.45,2021,3
,FISCAL YEAR 2021 CLERK OF THE HOUSE,SALARIES  OFFICERS & EMPLOYEES,PRINTING AND REPRODUCTION,14780.66,848.09,2021,3
,FISCAL YEAR 2021 CLERK OF THE HOUSE,SALARIES  OFFICERS & EMPLOYEES,OTHER SERVICES,1547972.57,642282.76,2021,3
,FISCAL YEAR 2021 CLERK OF THE HOUSE,SALARIES  OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,360361.43,141052.45,2021,3
,FISCAL YEAR 2021 CLERK OF THE HOUSE,SALARIES  OFFICERS & EMPLOYEES,EQUIPMENT,531966.45,390797.39,2021,3
,FISCAL YEAR 2021 CLERK OF THE HOUSE,SALARIES  OFFICERS & EMPLOYEES,SALARIES  OFFICERS & EMPLOYEES TOTALS:,26145362.01,7124085.22,2021,3
,FISCAL YEAR 2021 CLERK OF THE HOUSE,FAMILY ROOM,SUPPLIES AND MATERIALS,464.7,0,2021,3
,FISCAL YEAR 2021 CLERK OF THE HOUSE,FAMILY ROOM,EQUIPMENT,1120.08,1120.08,2021,3
,FISCAL YEAR 2021 CLERK OF THE HOUSE,FAMILY ROOM,FAMILY ROOM TOTALS:,1584.78,1120.08,2021,3
,FISCAL YEAR 2021 CLERK OF THE HOUSE,RECEPTIONS,SUPPLIES AND MATERIALS,2319,1164,2021,3
,FISCAL YEAR 2021 CLERK OF THE HOUSE,RECEPTIONS,RECEPTIONS TOTALS:,2319,1164,2021,3
,FISCAL YEAR 2021 CLERK OF THE HOUSE,RECEPTIONS,OFFICE TOTALS:,26149265.79,7126369.3,2021,3
,FISCAL YEAR 2021 OFFICE OF GENERAL COUNSEL,SALARIES  OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,1575620.44,333062.82,2021,3
,FISCAL YEAR 2021 OFFICE OF GENERAL COUNSEL,SALARIES  OFFICERS & EMPLOYEES,RENT  COMMUNICATION  UTILITIES,10490.74,2153.94,2021,3
,FISCAL YEAR 2021 OFFICE OF GENERAL COUNSEL,SALARIES  OFFICERS & EMPLOYEES,PRINTING AND REPRODUCTION,4569.5,368,2021,3
,FISCAL YEAR 2021 OFFICE OF GENERAL COUNSEL,SALARIES  OFFICERS & EMPLOYEES,OTHER SERVICES,24820.6,6509.25,2021,3
,FISCAL YEAR 2021 OFFICE OF GENERAL COUNSEL,SALARIES  OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,26547.33,11617.82,2021,3
,FISCAL YEAR 2021 OFFICE OF GENERAL COUNSEL,SALARIES  OFFICERS & EMPLOYEES,EQUIPMENT,33570.8,24480.13,2021,3
,FISCAL YEAR 2021 OFFICE OF GENERAL COUNSEL,SALARIES  OFFICERS & EMPLOYEES,SALARIES  OFFICERS & EMPLOYEES TOTALS:,1675619.41,378191.96,2021,3
,FISCAL YEAR 2021 OFFICE OF GENERAL COUNSEL,SALARIES  OFFICERS & EMPLOYEES,OFFICE TOTALS:,1675619.41,378191.96,2021,3
,FISCAL YEAR 2021 SERGEANT AT ARMS,PERSONNEL,PERSONNEL COMPENSATION,12257000,3813424.66,2021,3
,FISCAL YEAR 2021 SERGEANT AT ARMS,PERSONNEL,PERSONNEL TOTALS:,12257000,3813424.66,2021,3
,FISCAL YEAR 2021 SERGEANT AT ARMS,RECEPTIONS,SUPPLIES AND MATERIALS,1500,1500,2021,3
,FISCAL YEAR 2021 SERGEANT AT ARMS,RECEPTIONS,RECEPTIONS TOTALS:,1500,1500,2021,3
,FISCAL YEAR 2021 SERGEANT AT ARMS,RECEPTIONS,OFFICE TOTALS:,12258500,3814924.66,2021,3
,FISCAL YEAR 2021 OFFICE OF THE PARLIAMENTARIAN,SALARIES  OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,1295349.91,314249.98,2021,3
,FISCAL YEAR 2021 OFFICE OF THE PARLIAMENTARIAN,SALARIES  OFFICERS & EMPLOYEES,RENT  COMMUNICATION  UTILITIES,31509.28,8020.01,2021,3
,FISCAL YEAR 2021 OFFICE OF THE PARLIAMENTARIAN,SALARIES  OFFICERS & EMPLOYEES,PRINTING AND REPRODUCTION,17.95,0,2021,3
,FISCAL YEAR 2021 OFFICE OF THE PARLIAMENTARIAN,SALARIES  OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,1753.75,123.44,2021,3
,FISCAL YEAR 2021 OFFICE OF THE PARLIAMENTARIAN,SALARIES  OFFICERS & EMPLOYEES,EQUIPMENT,10345.66,1176,2021,3
,FISCAL YEAR 2021 OFFICE OF THE PARLIAMENTARIAN,SALARIES  OFFICERS & EMPLOYEES,SALARIES  OFFICERS & EMPLOYEES TOTALS:,1338976.55,323569.43,2021,3
,FISCAL YEAR 2021 OFFICE OF THE PARLIAMENTARIAN,SALARIES  OFFICERS & EMPLOYEES,OFFICE TOTALS:,1338976.55,323569.43,2021,3
,FISCAL YEAR 2021 COMPILATION OF PRECEDENTS,SALARIES  OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,383499.93,96499.98,2021,3
,FISCAL YEAR 2021 COMPILATION OF PRECEDENTS,SALARIES  OFFICERS & EMPLOYEES,SALARIES  OFFICERS & EMPLOYEES TOTALS:,383499.93,96499.98,2021,3
,FISCAL YEAR 2021 COMPILATION OF PRECEDENTS,SALARIES  OFFICERS & EMPLOYEES,OFFICE TOTALS:,383499.93,96499.98,2021,3
,FISCAL YEAR 2021 TECHNICAL ASSISTANTS,SALARIES  OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,581107.08,145276.77,2021,3
,FISCAL YEAR 2021 TECHNICAL ASSISTANTS,SALARIES  OFFICERS & EMPLOYEES,SALARIES  OFFICERS & EMPLOYEES TOTALS:,581107.08,145276.77,2021,3
,FISCAL YEAR 2021 TECHNICAL ASSISTANTS,SALARIES  OFFICERS & EMPLOYEES,OFFICE TOTALS:,581107.08,145276.77,2021,3
,FISCAL YEAR 2021 OFFICE OF INSPECTOR GENERAL,TRAINING  PERSONNEL & DEVELOP,OTHER SERVICES,26411.87,2888.14,2021,3
,FISCAL YEAR 2021 OFFICE OF INSPECTOR GENERAL,TRAINING  PERSONNEL & DEVELOP,TRAINING  PERSONNEL & DEVELOP TOTALS:,26411.87,2888.14,2021,3
,FISCAL YEAR 2021 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,PERSONNEL COMPENSATION,409969.37,102890.01,2021,3
,FISCAL YEAR 2021 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,RENT  COMMUNICATION  UTILITIES,27360.5,13785.09,2021,3
,FISCAL YEAR 2021 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,PRINTING AND REPRODUCTION,147.31,0,2021,3
,FISCAL YEAR 2021 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,OTHER SERVICES,76036.31,21370.5,2021,3
,FISCAL YEAR 2021 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,SUPPLIES AND MATERIALS,2954.3,1675.71,2021,3
,FISCAL YEAR 2021 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,EQUIPMENT,12816.84,7003.35,2021,3
,FISCAL YEAR 2021 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,ADMIN AND OPS TOTALS:,529284.63,146724.66,2021,3
,FISCAL YEAR 2021 OFFICE OF INSPECTOR GENERAL,AUDIT  ADVISORY  INVESTIGATION,PERSONNEL COMPENSATION,2905132.26,716437.32,2021,3
,FISCAL YEAR 2021 OFFICE OF INSPECTOR GENERAL,AUDIT  ADVISORY  INVESTIGATION,PRINTING AND REPRODUCTION,680,680,2021,3
,FISCAL YEAR 2021 OFFICE OF INSPECTOR GENERAL,AUDIT  ADVISORY  INVESTIGATION,OTHER SERVICES,69957.28,69957.28,2021,3
,FISCAL YEAR 2021 OFFICE OF INSPECTOR GENERAL,AUDIT  ADVISORY  INVESTIGATION,SUPPLIES AND MATERIALS,56670,17001,2021,3
,FISCAL YEAR 2021 OFFICE OF INSPECTOR GENERAL,AUDIT  ADVISORY  INVESTIGATION,EQUIPMENT,24570,0,2021,3
,FISCAL YEAR 2021 OFFICE OF INSPECTOR GENERAL,AUDIT  ADVISORY  INVESTIGATION,AUDIT  ADVISORY  INVESTIGATION TOTALS:,3057009.54,804075.6,2021,3
,FISCAL YEAR 2021 OFFICE OF INSPECTOR GENERAL,AUDIT  ADVISORY  INVESTIGATION,OFFICE TOTALS:,3612706.04,953688.4,2021,3
,FISCAL YEAR 2021 DIVERSITY & INCLUSION,SALARIES  OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,742688.55,233804.8,2021,3
,FISCAL YEAR 2021 DIVERSITY & INCLUSION,SALARIES  OFFICERS & EMPLOYEES,SALARIES  OFFICERS & EMPLOYEES TOTALS:,742688.55,233804.8,2021,3
,FISCAL YEAR 2021 DIVERSITY & INCLUSION,ADMIN AND OPS,RENT  COMMUNICATION  UTILITIES,6491.77,1185.89,2021,3
,FISCAL YEAR 2021 DIVERSITY & INCLUSION,ADMIN AND OPS,PRINTING AND REPRODUCTION,1592.3,613.6,2021,3
,FISCAL YEAR 2021 DIVERSITY & INCLUSION,ADMIN AND OPS,OTHER SERVICES,426576.81,366741.81,2021,3
,FISCAL YEAR 2021 DIVERSITY & INCLUSION,ADMIN AND OPS,SUPPLIES AND MATERIALS,27326.94,14191.83,2021,3
,FISCAL YEAR 2021 DIVERSITY & INCLUSION,ADMIN AND OPS,EQUIPMENT,1778,1778,2021,3
,FISCAL YEAR 2021 DIVERSITY & INCLUSION,ADMIN AND OPS,ADMIN AND OPS TOTALS:,463765.82,384511.13,2021,3
,FISCAL YEAR 2021 DIVERSITY & INCLUSION,ADMIN AND OPS,OFFICE TOTALS:,1206454.37,618315.93,2021,3
,FISCAL YEAR 2021 LAW REVISION COUNSEL,ADMIN AND OPS,RENT  COMMUNICATION  UTILITIES,5314.94,1428.51,2021,3
,FISCAL YEAR 2021 LAW REVISION COUNSEL,ADMIN AND OPS,OTHER SERVICES,525956,238643,2021,3
,FISCAL YEAR 2021 LAW REVISION COUNSEL,ADMIN AND OPS,SUPPLIES AND MATERIALS,18383.78,4259.94,2021,3
,FISCAL YEAR 2021 LAW REVISION COUNSEL,ADMIN AND OPS,EQUIPMENT,58839.44,27723.96,2021,3
,FISCAL YEAR 2021 LAW REVISION COUNSEL,ADMIN AND OPS,ADMIN AND OPS TOTALS:,608494.16,272055.41,2021,3
,FISCAL YEAR 2021 LAW REVISION COUNSEL,USC CODIFICATION & MAINTENANCE,PERSONNEL COMPENSATION,2203633.52,555825.03,2021,3
,FISCAL YEAR 2021 LAW REVISION COUNSEL,USC CODIFICATION & MAINTENANCE,USC CODIFICATION & MAINTENANCE TOTALS:,2203633.52,555825.03,2021,3
,FISCAL YEAR 2021 LAW REVISION COUNSEL,USC CODIFICATION & MAINTENANCE,OFFICE TOTALS:,2812127.68,827880.44,2021,3
,FISCAL YEAR 2021 LEGISLATIVE COUNSEL,ADMIN AND OPS,RENT  COMMUNICATION  UTILITIES,58615.5,16495.87,2021,3
,FISCAL YEAR 2021 LEGISLATIVE COUNSEL,ADMIN AND OPS,OTHER SERVICES,311506.7,260093.7,2021,3
,FISCAL YEAR 2021 LEGISLATIVE COUNSEL,ADMIN AND OPS,SUPPLIES AND MATERIALS,34870.12,17239.66,2021,3
,FISCAL YEAR 2021 LEGISLATIVE COUNSEL,ADMIN AND OPS,EQUIPMENT,157995.74,79841.74,2021,3
,FISCAL YEAR 2021 LEGISLATIVE COUNSEL,ADMIN AND OPS,ADMIN AND OPS TOTALS:,562988.06,373670.97,2021,3
,FISCAL YEAR 2021 LEGISLATIVE COUNSEL,DRAFTING LEGISLATION,PERSONNEL COMPENSATION,10310407.29,2691564.83,2021,3
,FISCAL YEAR 2021 LEGISLATIVE COUNSEL,DRAFTING LEGISLATION,DRAFTING LEGISLATION TOTALS:,10310407.29,2691564.83,2021,3
,FISCAL YEAR 2021 LEGISLATIVE COUNSEL,DRAFTING LEGISLATION,OFFICE TOTALS:,10873395.35,3065235.8,2021,3
,FISCAL YEAR 2021 INTERPARLIAMENTARY AFFAIRS,SALARIES  OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,368217.05,95820.22,2021,3
,FISCAL YEAR 2021 INTERPARLIAMENTARY AFFAIRS,SALARIES  OFFICERS & EMPLOYEES,TRAVEL,1142.8,1142.8,2021,3
,FISCAL YEAR 2021 INTERPARLIAMENTARY AFFAIRS,SALARIES  OFFICERS & EMPLOYEES,RENT  COMMUNICATION  UTILITIES,9652.29,3725.64,2021,3
,FISCAL YEAR 2021 INTERPARLIAMENTARY AFFAIRS,SALARIES  OFFICERS & EMPLOYEES,PRINTING AND REPRODUCTION,644,0,2021,3
,FISCAL YEAR 2021 INTERPARLIAMENTARY AFFAIRS,SALARIES  OFFICERS & EMPLOYEES,OTHER SERVICES,918.75,918.75,2021,3
,FISCAL YEAR 2021 INTERPARLIAMENTARY AFFAIRS,SALARIES  OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,112146.22,68302.05,2021,3
,FISCAL YEAR 2021 INTERPARLIAMENTARY AFFAIRS,SALARIES  OFFICERS & EMPLOYEES,EQUIPMENT,2505.05,0,2021,3
,FISCAL YEAR 2021 INTERPARLIAMENTARY AFFAIRS,SALARIES  OFFICERS & EMPLOYEES,SALARIES  OFFICERS & EMPLOYEES TOTALS:,495226.16,169909.46,2021,3
,FISCAL YEAR 2021 INTERPARLIAMENTARY AFFAIRS,SALARIES  OFFICERS & EMPLOYEES,OFFICE TOTALS:,495226.16,169909.46,2021,3
,FISCAL YEAR 2021 ENTERPRISE APPLICATIONS,ATLAS,OTHER SERVICES,41157.19,39355.46,2021,3
,FISCAL YEAR 2021 ENTERPRISE APPLICATIONS,ATLAS,ATLAS TOTALS:,41157.19,39355.46,2021,3
