BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT
,FISCAL YEAR 2021 DIVERSITY & INCLUSION,ADMIN AND OPS,OTHER SERVICES,12405,12405
,FISCAL YEAR 2021 DIVERSITY & INCLUSION,ADMIN AND OPS,SUPPLIES AND MATERIALS,3977.39,3977.39
,FISCAL YEAR 2021 DIVERSITY & INCLUSION,ADMIN AND OPS,ADMIN AND OPS TOTALS:,18774.16,18774.16
,FISCAL YEAR 2021 DIVERSITY & INCLUSION,ADMIN AND OPS,OFFICE TOTALS:,178056.61,178056.61
,FISCAL YEAR 2021 LAW REVISION COUNSEL,ADMIN AND OPS,RENT  COMMUNICATION  UTILITIES,943.89,943.89
,FISCAL YEAR 2021 LAW REVISION COUNSEL,ADMIN AND OPS,SUPPLIES AND MATERIALS,2679.96,2679.96
,FISCAL YEAR 2021 LAW REVISION COUNSEL,ADMIN AND OPS,EQUIPMENT,1130,1130
,FISCAL YEAR 2021 LAW REVISION COUNSEL,ADMIN AND OPS,ADMIN AND OPS TOTALS:,4753.85,4753.85
,FISCAL YEAR 2021 LAW REVISION COUNSEL,USC CODIFICATION & MAINTENANCE,PERSONNEL COMPENSATION,541075.08,541075.08
,FISCAL YEAR 2021 LAW REVISION COUNSEL,USC CODIFICATION & MAINTENANCE,USC CODIFICATION & MAINTENANCE TOTALS:,541075.08,541075.08
,FISCAL YEAR 2021 LAW REVISION COUNSEL,USC CODIFICATION & MAINTENANCE,OFFICE TOTALS:,545828.93,545828.93
,FISCAL YEAR 2021 LEGISLATIVE COUNSEL,ADMIN AND OPS,RENT  COMMUNICATION  UTILITIES,10131.57,10131.57
,FISCAL YEAR 2021 LEGISLATIVE COUNSEL,ADMIN AND OPS,OTHER SERVICES,8640.5,8640.5
,FISCAL YEAR 2021 LEGISLATIVE COUNSEL,ADMIN AND OPS,SUPPLIES AND MATERIALS,669.84,669.84
,FISCAL YEAR 2021 LEGISLATIVE COUNSEL,ADMIN AND OPS,EQUIPMENT,3233.76,3233.76
,FISCAL YEAR 2021 LEGISLATIVE COUNSEL,ADMIN AND OPS,ADMIN AND OPS TOTALS:,22675.67,22675.67
,FISCAL YEAR 2021 LEGISLATIVE COUNSEL,DRAFTING LEGISLATION,PERSONNEL COMPENSATION,2510004.78,2510004.78
,FISCAL YEAR 2021 LEGISLATIVE COUNSEL,DRAFTING LEGISLATION,DRAFTING LEGISLATION TOTALS:,2510004.78,2510004.78
,FISCAL YEAR 2021 LEGISLATIVE COUNSEL,DRAFTING LEGISLATION,OFFICE TOTALS:,2532680.45,2532680.45
,FISCAL YEAR 2021 INTERPARLIAMENTARY AFFAIRS,SALARIES  OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,88925.01,88925.01
,FISCAL YEAR 2021 INTERPARLIAMENTARY AFFAIRS,SALARIES  OFFICERS & EMPLOYEES,RENT  COMMUNICATION  UTILITIES,1089.03,1089.03
,FISCAL YEAR 2021 INTERPARLIAMENTARY AFFAIRS,SALARIES  OFFICERS & EMPLOYEES,PRINTING AND REPRODUCTION,644,644
,FISCAL YEAR 2021 INTERPARLIAMENTARY AFFAIRS,SALARIES  OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,2450.65,2450.65
,FISCAL YEAR 2021 INTERPARLIAMENTARY AFFAIRS,SALARIES  OFFICERS & EMPLOYEES,EQUIPMENT,1106.05,1106.05
,FISCAL YEAR 2021 INTERPARLIAMENTARY AFFAIRS,SALARIES  OFFICERS & EMPLOYEES,SALARIES  OFFICERS & EMPLOYEES TOTALS:,94214.74,94214.74
,FISCAL YEAR 2021 INTERPARLIAMENTARY AFFAIRS,SALARIES  OFFICERS & EMPLOYEES,OFFICE TOTALS:,94214.74,94214.74
,FISCAL YEAR 2021 ENTERPRISE APPLICATIONS,ATLAS,OTHER SERVICES,1801.73,1801.73
,FISCAL YEAR 2021 ENTERPRISE APPLICATIONS,ATLAS,ATLAS TOTALS:,1801.73,1801.73
,FISCAL YEAR 2021 ENTERPRISE APPLICATIONS,ATLAS,OFFICE TOTALS:,1801.73,1801.73
,FISCAL YEAR 2021 CLERK OF THE HOUSE,LIMS,OTHER SERVICES,313911.53,313911.53
,FISCAL YEAR 2021 CLERK OF THE HOUSE,LIMS,EQUIPMENT,54000,54000
,FISCAL YEAR 2021 CLERK OF THE HOUSE,LIMS,LIMS TOTALS:,367911.53,367911.53
,FISCAL YEAR 2021 CLERK OF THE HOUSE,LIMS,OFFICE TOTALS:,367911.53,367911.53
,FISCAL YEAR 2021 ACQUISITIONS,MAIL AND PACKAGE DELIVERY,RENT  COMMUNICATION  UTILITIES,21044.24,21044.24
,FISCAL YEAR 2021 ACQUISITIONS,MAIL AND PACKAGE DELIVERY,OTHER SERVICES,6688.08,6688.08
,FISCAL YEAR 2021 ACQUISITIONS,MAIL AND PACKAGE DELIVERY,EQUIPMENT,98497.92,98497.92
,FISCAL YEAR 2021 ACQUISITIONS,MAIL AND PACKAGE DELIVERY,MAIL AND PACKAGE DELIVERY TOTALS:,126230.24,126230.24
,FISCAL YEAR 2021 ACQUISITIONS,MAIL AND PACKAGE DELIVERY,OFFICE TOTALS:,126230.24,126230.24
,FISCAL YEAR 2021 ACCOUNTING,ADMIN AND OPS,OTHER SERVICES,19760,19760
,FISCAL YEAR 2021 ACCOUNTING,ADMIN AND OPS,ADMIN AND OPS TOTALS:,19760,19760
,FISCAL YEAR 2021 ACCOUNTING,ADMIN AND OPS,OFFICE TOTALS:,19760,19760
,FISCAL YEAR 2021 SERGEANT AT ARMS,NON - PERSONNEL,OTHER SERVICES,625,625
,FISCAL YEAR 2021 SERGEANT AT ARMS,NON - PERSONNEL,SUPPLIES AND MATERIALS,6634.16,6634.16
,FISCAL YEAR 2021 SERGEANT AT ARMS,NON - PERSONNEL,EQUIPMENT,83625.66,83625.66
,FISCAL YEAR 2021 SERGEANT AT ARMS,NON - PERSONNEL,NON - PERSONNEL TOTALS:,90884.82,90884.82
,FISCAL YEAR 2021 SERGEANT AT ARMS,MEMB DSTOFF SECUR ASSMNT,EQUIPMENT,2292.66,2292.66
,FISCAL YEAR 2021 SERGEANT AT ARMS,MEMB DSTOFF SECUR ASSMNT,MEMB DSTOFF SECUR ASSMNT TOTALS:,2292.66,2292.66
,FISCAL YEAR 2021 SERGEANT AT ARMS,MEMB DSTOFF SECUR ASSMNT,OFFICE TOTALS:,93177.48,93177.48
,FISCAL YEAR 2021 SERGEANT AT ARMS,PERSONNEL,PERSONNEL COMPENSATION,432932.5,432932.5
,FISCAL YEAR 2021 SERGEANT AT ARMS,PERSONNEL,PERSONNEL TOTALS:,432932.5,432932.5
,FISCAL YEAR 2021 SERGEANT AT ARMS,NON - PERSONNEL,TRAVEL,135.8,135.8
,FISCAL YEAR 2021 SERGEANT AT ARMS,NON - PERSONNEL,RENT  COMMUNICATION  UTILITIES,26488.61,26488.61
,FISCAL YEAR 2021 SERGEANT AT ARMS,NON - PERSONNEL,PRINTING AND REPRODUCTION,119.9,119.9
,FISCAL YEAR 2021 SERGEANT AT ARMS,NON - PERSONNEL,OTHER SERVICES,50131.3,50131.3
,FISCAL YEAR 2021 SERGEANT AT ARMS,NON - PERSONNEL,SUPPLIES AND MATERIALS,9321.4,9321.4
,FISCAL YEAR 2021 SERGEANT AT ARMS,NON - PERSONNEL,EQUIPMENT,31900.36,31900.36
,FISCAL YEAR 2021 SERGEANT AT ARMS,NON - PERSONNEL,NON - PERSONNEL TOTALS:,118097.37,118097.37
,FISCAL YEAR 2021 SERGEANT AT ARMS,MEMB DSTOFF SECUR ASSMNT OTH,OTHER SERVICES,14887.89,14887.89
,FISCAL YEAR 2021 SERGEANT AT ARMS,MEMB DSTOFF SECUR ASSMNT OTH,MEMB DSTOFF SECUR ASSMNT OTH TOTALS:,14887.89,14887.89
,FISCAL YEAR 2021 SERGEANT AT ARMS,MEMB DSTOFF SECUR ASSMNT OTH,OFFICE TOTALS:,565917.76,565917.76
,FISCAL YEAR 2021 ENTERPRISE APPLICATIONS,CONGRESSIONAL TRANSITION,OTHER SERVICES,19088.64,19088.64
,FISCAL YEAR 2021 ENTERPRISE APPLICATIONS,CONGRESSIONAL TRANSITION,CONGRESSIONAL TRANSITION TOTALS:,19088.64,19088.64
,FISCAL YEAR 2021 ENTERPRISE APPLICATIONS,CONGRESSIONAL TRANSITION,OFFICE TOTALS:,19088.64,19088.64
,FISCAL YEAR 2021 NETWORKING,CONGRESSIONAL TRANSITION,SUPPLIES AND MATERIALS,18650.1,18650.1
,FISCAL YEAR 2021 NETWORKING,CONGRESSIONAL TRANSITION,CONGRESSIONAL TRANSITION TOTALS:,18650.1,18650.1
,FISCAL YEAR 2021 NETWORKING,CONGRESSIONAL TRANSITION,OFFICE TOTALS:,18650.1,18650.1
,FISCAL YEAR 2021 IT CUSTOMER SOLUTIONS,CONGRESSIONAL TRANSITION,TRANSPORTATION OF THINGS,112,112
,FISCAL YEAR 2021 IT CUSTOMER SOLUTIONS,CONGRESSIONAL TRANSITION,SUPPLIES AND MATERIALS,33231,33231
,FISCAL YEAR 2021 IT CUSTOMER SOLUTIONS,CONGRESSIONAL TRANSITION,EQUIPMENT,86583.72,86583.72
,FISCAL YEAR 2021 IT CUSTOMER SOLUTIONS,CONGRESSIONAL TRANSITION,CONGRESSIONAL TRANSITION TOTALS:,119926.72,119926.72
,FISCAL YEAR 2021 IT CUSTOMER SOLUTIONS,CONGRESSIONAL TRANSITION,OFFICE TOTALS:,119926.72,119926.72
,FISCAL YEAR 2021 FURNISHINGS,CONGRESSIONAL TRANSITION,OTHER SERVICES,73151.24,73151.24
,FISCAL YEAR 2021 FURNISHINGS,CONGRESSIONAL TRANSITION,SUPPLIES AND MATERIALS,15997.02,15997.02
,FISCAL YEAR 2021 FURNISHINGS,CONGRESSIONAL TRANSITION,CONGRESSIONAL TRANSITION TOTALS:,89148.26,89148.26
,FISCAL YEAR 2021 FURNISHINGS,CONGRESSIONAL TRANSITION,OFFICE TOTALS:,89148.26,89148.26
,FISCAL YEAR 2021 ASSET MANAGEMENT,CONGRESSIONAL TRANSITION,OTHER SERVICES,107325.46,107325.46
,FISCAL YEAR 2021 ASSET MANAGEMENT,CONGRESSIONAL TRANSITION,SUPPLIES AND MATERIALS,13592.93,13592.93
,FISCAL YEAR 2021 ASSET MANAGEMENT,CONGRESSIONAL TRANSITION,CONGRESSIONAL TRANSITION TOTALS:,120918.39,120918.39
,FISCAL YEAR 2021 ASSET MANAGEMENT,CONGRESSIONAL TRANSITION,OFFICE TOTALS:,120918.39,120918.39
,FISCAL YEAR 2021 CAO MEMBER EQUIPMENT PROGRAM,CAO TV PROGRAM,SUPPLIES AND MATERIALS,221.51,221.51
,FISCAL YEAR 2021 CAO MEMBER EQUIPMENT PROGRAM,CAO TV PROGRAM,EQUIPMENT,759,759
,FISCAL YEAR 2021 CAO MEMBER EQUIPMENT PROGRAM,CAO TV PROGRAM,CAO TV PROGRAM TOTALS:,980.51,980.51
,FISCAL YEAR 2021 CAO MEMBER EQUIPMENT PROGRAM,CAO EQUIPMENT PROGRAM,SUPPLIES AND MATERIALS,400049,400049
,FISCAL YEAR 2021 CAO MEMBER EQUIPMENT PROGRAM,CAO EQUIPMENT PROGRAM,EQUIPMENT,1637008,1637008
,FISCAL YEAR 2021 CAO MEMBER EQUIPMENT PROGRAM,CAO EQUIPMENT PROGRAM,CAO EQUIPMENT PROGRAM TOTALS:,2037057,2037057
,FISCAL YEAR 2021 CAO MEMBER EQUIPMENT PROGRAM,CAO EQUIPMENT PROGRAM,OFFICE TOTALS:,2038037.51,2038037.51
,FISCAL YEAR 2021 OFFICE DESIGN & MOVE SERVICES,CONGRESSIONAL TRANSITION,OTHER SERVICES,67123.2,67123.2
,FISCAL YEAR 2021 OFFICE DESIGN & MOVE SERVICES,CONGRESSIONAL TRANSITION,SUPPLIES AND MATERIALS,465,465
,FISCAL YEAR 2021 OFFICE DESIGN & MOVE SERVICES,CONGRESSIONAL TRANSITION,EQUIPMENT,94167.52,94167.52
,FISCAL YEAR 2021 OFFICE DESIGN & MOVE SERVICES,CONGRESSIONAL TRANSITION,CONGRESSIONAL TRANSITION TOTALS:,161755.72,161755.72
,FISCAL YEAR 2021 OFFICE DESIGN & MOVE SERVICES,CONGRESSIONAL TRANSITION,OFFICE TOTALS:,161755.72,161755.72
,FISCAL YEAR 2021 LOGISTICS,CONGRESSIONAL TRANSITION,OTHER SERVICES,87489.97,87489.97
,FISCAL YEAR 2021 LOGISTICS,CONGRESSIONAL TRANSITION,SUPPLIES AND MATERIALS,192965.16,192965.16
,FISCAL YEAR 2021 LOGISTICS,CONGRESSIONAL TRANSITION,EQUIPMENT,26739.9,26739.9
,FISCAL YEAR 2021 LOGISTICS,CONGRESSIONAL TRANSITION,CONGRESSIONAL TRANSITION TOTALS:,307195.03,307195.03
,FISCAL YEAR 2021 LOGISTICS,CONGRESSIONAL TRANSITION,OFFICE TOTALS:,307195.03,307195.03
,FISCAL YEAR 2021 HOUSE CREATIVE SERVICES,CONGRESSIONAL TRANSITION,TRAVEL,233,233
,FISCAL YEAR 2021 HOUSE CREATIVE SERVICES,CONGRESSIONAL TRANSITION,OTHER SERVICES,9519,9519
,FISCAL YEAR 2021 HOUSE CREATIVE SERVICES,CONGRESSIONAL TRANSITION,SUPPLIES AND MATERIALS,2639.14,2639.14
,FISCAL YEAR 2021 HOUSE CREATIVE SERVICES,CONGRESSIONAL TRANSITION,CONGRESSIONAL TRANSITION TOTALS:,12391.14,12391.14
,FISCAL YEAR 2021 HOUSE CREATIVE SERVICES,CONGRESSIONAL TRANSITION,OFFICE TOTALS:,12391.14,12391.14
,FISCAL YEAR 2021 CUSTOMER SERVICES,CONGRESSIONAL TRANSITION,SUPPLIES AND MATERIALS,406.02,406.02
,FISCAL YEAR 2021 CUSTOMER SERVICES,CONGRESSIONAL TRANSITION,CONGRESSIONAL TRANSITION TOTALS:,406.02,406.02
,FISCAL YEAR 2021 CUSTOMER SERVICES,CONGRESSIONAL TRANSITION,OFFICE TOTALS:,406.02,406.02
,FISCAL YEAR 2021 PAYROLL AND BENEFITS,CONGRESSIONAL TRANSITION,SUPPLIES AND MATERIALS,470.07,470.07
,FISCAL YEAR 2021 PAYROLL AND BENEFITS,CONGRESSIONAL TRANSITION,CONGRESSIONAL TRANSITION TOTALS:,470.07,470.07
,FISCAL YEAR 2021 PAYROLL AND BENEFITS,CONGRESSIONAL TRANSITION,OFFICE TOTALS:,470.07,470.07
,FISCAL YEAR 2021 TRANSITION AIDES,CONGRESSIONAL TRANSITION,PERSONNEL COMPENSATION,365218.7,365218.7
,FISCAL YEAR 2021 TRANSITION AIDES,CONGRESSIONAL TRANSITION,TRAVEL,2213.56,2213.56
,FISCAL YEAR 2021 TRANSITION AIDES,CONGRESSIONAL TRANSITION,EQUIPMENT,137798,137798
,FISCAL YEAR 2021 TRANSITION AIDES,CONGRESSIONAL TRANSITION,CONGRESSIONAL TRANSITION TOTALS:,505230.26,505230.26
,FISCAL YEAR 2021 TRANSITION AIDES,CONGRESSIONAL TRANSITION,OFFICE TOTALS:,505230.26,505230.26
,FISCAL YEAR 2021 NEW MEMBER ORIENTATION,NEW MEMBERS ORIENTATION,RENT  COMMUNICATION  UTILITIES,95347.92,95347.92
,FISCAL YEAR 2021 NEW MEMBER ORIENTATION,NEW MEMBERS ORIENTATION,NEW MEMBERS ORIENTATION TOTALS:,95347.92,95347.92
,FISCAL YEAR 2021 NEW MEMBER ORIENTATION,NEW MEMBERS ORIENTATION,OFFICE TOTALS:,95347.92,95347.92
,FISCAL YEAR 2021 NETWORKING,CANNON RENEWAL,OTHER SERVICES,30472.8,30472.8
,FISCAL YEAR 2021 NETWORKING,CANNON RENEWAL,CANNON RENEWAL TOTALS:,30472.8,30472.8
,FISCAL YEAR 2021 NETWORKING,CANNON RENEWAL,OFFICE TOTALS:,30472.8,30472.8
,FISCAL YEAR 2021 LIFE CYCLE REPLACEMENT,COMMUNICATIONS EQUIPMENT,EQUIPMENT,3881.97,3881.97
,FISCAL YEAR 2021 LIFE CYCLE REPLACEMENT,COMMUNICATIONS EQUIPMENT,COMMUNICATIONS EQUIPMENT TOTALS:,3881.97,3881.97
,FISCAL YEAR 2021 LIFE CYCLE REPLACEMENT,COMMUNICATIONS EQUIPMENT,OFFICE TOTALS:,3881.97,3881.97
,FISCAL YEAR 2021 HOUSE RECORDING STUDIO,ADMIN (COMM ROOM),OTHER SERVICES,680.97,680.97
,FISCAL YEAR 2021 HOUSE RECORDING STUDIO,ADMIN (COMM ROOM),ADMIN (COMM ROOM) TOTALS:,680.97,680.97
,FISCAL YEAR 2021 HOUSE RECORDING STUDIO,LIFECYCLE (COMM ROOM),OTHER SERVICES,215.29,215.29
,FISCAL YEAR 2021 HOUSE RECORDING STUDIO,LIFECYCLE (COMM ROOM),LIFECYCLE (COMM ROOM) TOTALS:,215.29,215.29
,FISCAL YEAR 2021 HOUSE RECORDING STUDIO,LIFECYCLE (COMM ROOM),OFFICE TOTALS:,896.26,896.26
,FISCAL YEAR 2021 HOUSE RECORDING STUDIO,ADMIN (COMM ROOM),OTHER SERVICES,1871.95,1871.95
,FISCAL YEAR 2021 HOUSE RECORDING STUDIO,ADMIN (COMM ROOM),ADMIN (COMM ROOM) TOTALS:,1871.95,1871.95
,FISCAL YEAR 2021 HOUSE RECORDING STUDIO,LIFECYCLE (COMM ROOM),OTHER SERVICES,7329.65,7329.65
,FISCAL YEAR 2021 HOUSE RECORDING STUDIO,LIFECYCLE (COMM ROOM),SUPPLIES AND MATERIALS,1246.84,1246.84
,FISCAL YEAR 2021 HOUSE RECORDING STUDIO,LIFECYCLE (COMM ROOM),LIFECYCLE (COMM ROOM) TOTALS:,8576.49,8576.49
,FISCAL YEAR 2021 HOUSE RECORDING STUDIO,LIFECYCLE (COMM ROOM),OFFICE TOTALS:,10448.44,10448.44
,2020 HON. 25TH DISTRICT OF CALIFORNIA,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,90.04,0
,2020 HON. 25TH DISTRICT OF CALIFORNIA,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,203083.36,0
,2020 HON. 25TH DISTRICT OF CALIFORNIA,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,46312.6,218.95
,2020 HON. 25TH DISTRICT OF CALIFORNIA,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,24243.34,0
,2020 HON. 25TH DISTRICT OF CALIFORNIA,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2875.15,0
,2020 HON. 25TH DISTRICT OF CALIFORNIA,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,11350.54,0
,2020 HON. 25TH DISTRICT OF CALIFORNIA,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,287955.03,218.95
,2020 HON. 25TH DISTRICT OF CALIFORNIA,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,287955.03,218.95
,2020 HON. 27TH DISTRICT OF NEW YORK,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,28.03,0
,2020 HON. 27TH DISTRICT OF NEW YORK,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,249190.15,0
,2020 HON. 27TH DISTRICT OF NEW YORK,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,26.9,0
,2020 HON. 27TH DISTRICT OF NEW YORK,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,25593.05,-200.74
,2020 HON. 27TH DISTRICT OF NEW YORK,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,30909.09,0
,2020 HON. 27TH DISTRICT OF NEW YORK,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,974.21,3.68
,2020 HON. 27TH DISTRICT OF NEW YORK,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,7892.1,0
,2020 HON. 27TH DISTRICT OF NEW YORK,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,314613.53,-197.06
,2020 HON. 27TH DISTRICT OF NEW YORK,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,314613.53,-197.06
,2020 HON. 27TH DISTRICT OF NEW YORK,INTERN ALLOWANCES,PERSONNEL COMPENSATION,1203.33,0
,2020 HON. 27TH DISTRICT OF NEW YORK,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,1203.33,0
,2020 HON. 27TH DISTRICT OF NEW YORK,INTERN ALLOWANCES,OFFICE TOTALS:,1203.33,0
,2020 HON. 7TH DISTRICT OF MARYLAND,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,102.2,0
,2020 HON. 7TH DISTRICT OF MARYLAND,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,245056.53,0
,2020 HON. 7TH DISTRICT OF MARYLAND,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,49617.85,0
,2020 HON. 7TH DISTRICT OF MARYLAND,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,273.25,66.7
,2020 HON. 7TH DISTRICT OF MARYLAND,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,41910.62,-1098
,2020 HON. 7TH DISTRICT OF MARYLAND,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2958.2,0
,2020 HON. 7TH DISTRICT OF MARYLAND,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,6401.32,0
,2020 HON. 7TH DISTRICT OF MARYLAND,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,346319.97,-1031.3
,2020 HON. 7TH DISTRICT OF MARYLAND,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,346319.97,-1031.3
,2020 HON. 7TH DISTRICT OF WISCONSIN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,126252.53,0
,2020 HON. 7TH DISTRICT OF WISCONSIN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,23570.25,0
,2020 HON. 7TH DISTRICT OF WISCONSIN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,100.5,0
,2020 HON. 7TH DISTRICT OF WISCONSIN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,25085.29,35
,2020 HON. 7TH DISTRICT OF WISCONSIN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1114.88,0
,2020 HON. 7TH DISTRICT OF WISCONSIN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2243,0
,2020 HON. 7TH DISTRICT OF WISCONSIN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,178366.45,35
,2020 HON. 7TH DISTRICT OF WISCONSIN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,178366.45,35
A000374,2020 HON. RALPH LEE ABRAHAM,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1663.03,430.36
A000374,2020 HON. RALPH LEE ABRAHAM,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1139293.88,413185.31
A000374,2020 HON. RALPH LEE ABRAHAM,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,58446.25,20368.81
A000374,2020 HON. RALPH LEE ABRAHAM,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,35800.61,8974.76
A000374,2020 HON. RALPH LEE ABRAHAM,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1138.03,123.2
A000374,2020 HON. RALPH LEE ABRAHAM,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5853.5,2229.9
A000374,2020 HON. RALPH LEE ABRAHAM,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9149.03,4581.15
A000374,2020 HON. RALPH LEE ABRAHAM,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1878.8,480.2
A000374,2020 HON. RALPH LEE ABRAHAM,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1253223.13,450373.69
A000374,2020 HON. RALPH LEE ABRAHAM,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1253223.13,450373.69
A000370,2020 HON. ALMA S. ADAMS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,29252.69,89.26
A000370,2020 HON. ALMA S. ADAMS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1107327.51,283328.75
A000370,2020 HON. ALMA S. ADAMS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,29481.6,3565.93
A000370,2020 HON. ALMA S. ADAMS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,91211.7,23440.82
A000370,2020 HON. ALMA S. ADAMS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,39460.58,139.99
A000370,2020 HON. ALMA S. ADAMS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,28813.55,7315.05
A000370,2020 HON. ALMA S. ADAMS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,48485.28,25937.69
A000370,2020 HON. ALMA S. ADAMS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,9525.49,4548.24
A000370,2020 HON. ALMA S. ADAMS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1383558.4,348365.73
A000370,2020 HON. ALMA S. ADAMS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1383558.4,348365.73
A000370,2020 HON. ALMA S. ADAMS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,5500,1950
A000370,2020 HON. ALMA S. ADAMS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,5500,1950
A000370,2020 HON. ALMA S. ADAMS,INTERN ALLOWANCES,OFFICE TOTALS:,5500,1950
A000055,2020 HON. ROBERT B. ADERHOLT,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1195.86,269.57
A000055,2020 HON. ROBERT B. ADERHOLT,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1105990.59,345561.02
A000055,2020 HON. ROBERT B. ADERHOLT,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,38542.35,12846.89
A000055,2020 HON. ROBERT B. ADERHOLT,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,78102.29,23573.06
A000055,2020 HON. ROBERT B. ADERHOLT,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,15985.61,11836.32
A000055,2020 HON. ROBERT B. ADERHOLT,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,18350.61,6246.64
A000055,2020 HON. ROBERT B. ADERHOLT,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,37388.03,28898.73
A000055,2020 HON. ROBERT B. ADERHOLT,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,16319.36,7621.56
A000055,2020 HON. ROBERT B. ADERHOLT,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1311874.7,436853.79
A000055,2020 HON. ROBERT B. ADERHOLT,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1311874.7,436853.79
A000055,2020 HON. ROBERT B. ADERHOLT,INTERN ALLOWANCES,PERSONNEL COMPENSATION,9700,0
