BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT
,FISCAL YEAR 2020 CHIEF ADMIN OFCR OF THE HOUSE,CARPET SERVICES,EQUIPMENT,114572.34,20128.07
,FISCAL YEAR 2020 CHIEF ADMIN OFCR OF THE HOUSE,CARPET SERVICES,CARPET SERVICES TOTALS:,149202.17,32918.67
,FISCAL YEAR 2020 CHIEF ADMIN OFCR OF THE HOUSE,DRAPERY & UPHOLSTERY SERVICES,TRANSPORTATION OF THINGS,1708.74,0
,FISCAL YEAR 2020 CHIEF ADMIN OFCR OF THE HOUSE,DRAPERY & UPHOLSTERY SERVICES,SUPPLIES AND MATERIALS,23782.03,11523.31
,FISCAL YEAR 2020 CHIEF ADMIN OFCR OF THE HOUSE,DRAPERY & UPHOLSTERY SERVICES,EQUIPMENT,81495.56,18017.28
,FISCAL YEAR 2020 CHIEF ADMIN OFCR OF THE HOUSE,DRAPERY & UPHOLSTERY SERVICES,DRAPERY & UPHOLSTERY SERVICES TOTALS:,106986.33,29540.59
,FISCAL YEAR 2020 CHIEF ADMIN OFCR OF THE HOUSE,FINISH SCHEDULE,SUPPLIES AND MATERIALS,13656.09,1984.1
,FISCAL YEAR 2020 CHIEF ADMIN OFCR OF THE HOUSE,FINISH SCHEDULE,EQUIPMENT,211455.22,91630.64
,FISCAL YEAR 2020 CHIEF ADMIN OFCR OF THE HOUSE,FINISH SCHEDULE,FINISH SCHEDULE TOTALS:,225111.31,93614.74
,FISCAL YEAR 2020 CHIEF ADMIN OFCR OF THE HOUSE,CENTRAL WAREHOUSE/RCVG INIT,OTHER SERVICES,386927.17,0
,FISCAL YEAR 2020 CHIEF ADMIN OFCR OF THE HOUSE,CENTRAL WAREHOUSE/RCVG INIT,CENTRAL WAREHOUSE/RCVG INIT TOTALS:,386927.17,0
,FISCAL YEAR 2020 CHIEF ADMIN OFCR OF THE HOUSE,BENEFITS AND COMPENSATION,OTHER SERVICES,22207.5,7920
,FISCAL YEAR 2020 CHIEF ADMIN OFCR OF THE HOUSE,BENEFITS AND COMPENSATION,EQUIPMENT,489370.02,0
,FISCAL YEAR 2020 CHIEF ADMIN OFCR OF THE HOUSE,BENEFITS AND COMPENSATION,BENEFITS AND COMPENSATION TOTALS:,511577.52,7920
,FISCAL YEAR 2020 CHIEF ADMIN OFCR OF THE HOUSE,ACCESS INFO SYST TECH SERVICES,EQUIPMENT,152756.64,0
,FISCAL YEAR 2020 CHIEF ADMIN OFCR OF THE HOUSE,ACCESS INFO SYST TECH SERVICES,ACCESS INFO SYST TECH SERVICES TOTALS:,152756.64,0
,FISCAL YEAR 2020 CHIEF ADMIN OFCR OF THE HOUSE,ACCESS INFO SYST TECH SERVICES,OFFICE TOTALS:,71224024.72,23819648.27
,FISCAL YEAR 2020 HIR IMMEDIATE OFFICE,CARES SUPPLEMENTAL PL 116-136,SUPPLIES AND MATERIALS,315.88,315.88
,FISCAL YEAR 2020 HIR IMMEDIATE OFFICE,CARES SUPPLEMENTAL PL 116-136,EQUIPMENT,200000,200000
,FISCAL YEAR 2020 HIR IMMEDIATE OFFICE,CARES SUPPLEMENTAL PL 116-136,CARES SUPPLEMENTAL PL 116-136 TOTALS:,200315.88,200315.88
,FISCAL YEAR 2020 HIR IMMEDIATE OFFICE,CARES SUPPLEMENTAL PL 116-136,OFFICE TOTALS:,200315.88,200315.88
,FISCAL YEAR 2020 CUSTOMER SERVICES,CARES SUPPLEMENTAL PL 116-136,SUPPLIES AND MATERIALS,117,117
,FISCAL YEAR 2020 CUSTOMER SERVICES,CARES SUPPLEMENTAL PL 116-136,CARES SUPPLEMENTAL PL 116-136 TOTALS:,117,117
,FISCAL YEAR 2020 CUSTOMER SERVICES,CARES SUPPLEMENTAL PL 116-136,OFFICE TOTALS:,117,117
,FISCAL YEAR 2020 CLERK OF THE HOUSE,SALARIES  OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,16668835.25,5727057.27
,FISCAL YEAR 2020 CLERK OF THE HOUSE,SALARIES  OFFICERS & EMPLOYEES,TRAVEL,24936.14,4383.35
,FISCAL YEAR 2020 CLERK OF THE HOUSE,SALARIES  OFFICERS & EMPLOYEES,TRANSPORTATION OF THINGS,1059.08,1059.08
,FISCAL YEAR 2020 CLERK OF THE HOUSE,SALARIES  OFFICERS & EMPLOYEES,RENT  COMMUNICATION  UTILITIES,139118.34,62533.77
,FISCAL YEAR 2020 CLERK OF THE HOUSE,SALARIES  OFFICERS & EMPLOYEES,PRINTING AND REPRODUCTION,6821.94,970.6
,FISCAL YEAR 2020 CLERK OF THE HOUSE,SALARIES  OFFICERS & EMPLOYEES,OTHER SERVICES,994014.01,310504.44
,FISCAL YEAR 2020 CLERK OF THE HOUSE,SALARIES  OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,197267.46,124248.65
,FISCAL YEAR 2020 CLERK OF THE HOUSE,SALARIES  OFFICERS & EMPLOYEES,EQUIPMENT,301104.28,154475.75
,FISCAL YEAR 2020 CLERK OF THE HOUSE,SALARIES  OFFICERS & EMPLOYEES,SALARIES  OFFICERS & EMPLOYEES TOTALS:,18333156.5,6385232.91
,FISCAL YEAR 2020 CLERK OF THE HOUSE,FAMILY ROOM,RENT  COMMUNICATION  UTILITIES,150,0
,FISCAL YEAR 2020 CLERK OF THE HOUSE,FAMILY ROOM,SUPPLIES AND MATERIALS,6219.18,0
,FISCAL YEAR 2020 CLERK OF THE HOUSE,FAMILY ROOM,FAMILY ROOM TOTALS:,6369.18,0
,FISCAL YEAR 2020 CLERK OF THE HOUSE,FAMILY ROOM,OFFICE TOTALS:,18339525.68,6385232.91
,FISCAL YEAR 2020 OFFICE OF GENERAL COUNSEL,SALARIES  OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,1195851.64,398012.97
,FISCAL YEAR 2020 OFFICE OF GENERAL COUNSEL,SALARIES  OFFICERS & EMPLOYEES,TRAVEL,7948.54,1313.17
,FISCAL YEAR 2020 OFFICE OF GENERAL COUNSEL,SALARIES  OFFICERS & EMPLOYEES,RENT  COMMUNICATION  UTILITIES,7099.02,2725.53
,FISCAL YEAR 2020 OFFICE OF GENERAL COUNSEL,SALARIES  OFFICERS & EMPLOYEES,PRINTING AND REPRODUCTION,7285.1,3710.5
,FISCAL YEAR 2020 OFFICE OF GENERAL COUNSEL,SALARIES  OFFICERS & EMPLOYEES,OTHER SERVICES,19943.65,6397.35
,FISCAL YEAR 2020 OFFICE OF GENERAL COUNSEL,SALARIES  OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,16098.86,9996.59
,FISCAL YEAR 2020 OFFICE OF GENERAL COUNSEL,SALARIES  OFFICERS & EMPLOYEES,EQUIPMENT,8934.52,4116.45
,FISCAL YEAR 2020 OFFICE OF GENERAL COUNSEL,SALARIES  OFFICERS & EMPLOYEES,SALARIES  OFFICERS & EMPLOYEES TOTALS:,1263161.33,426272.56
,FISCAL YEAR 2020 OFFICE OF GENERAL COUNSEL,SALARIES  OFFICERS & EMPLOYEES,OFFICE TOTALS:,1263161.33,426272.56
,FISCAL YEAR 2020 SERGEANT AT ARMS,PERSONNEL,PERSONNEL COMPENSATION,7367892.76,2511383.26
,FISCAL YEAR 2020 SERGEANT AT ARMS,PERSONNEL,PERSONNEL TOTALS:,7367892.76,2511383.26
,FISCAL YEAR 2020 SERGEANT AT ARMS,PERSONNEL,OFFICE TOTALS:,7367892.76,2511383.26
,FISCAL YEAR 2020 OFFICE OF THE PARLIAMENTARIAN,SALARIES  OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,944108.3,318924.99
,FISCAL YEAR 2020 OFFICE OF THE PARLIAMENTARIAN,SALARIES  OFFICERS & EMPLOYEES,RENT  COMMUNICATION  UTILITIES,18624.76,6629.57
,FISCAL YEAR 2020 OFFICE OF THE PARLIAMENTARIAN,SALARIES  OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,1265.57,119.75
,FISCAL YEAR 2020 OFFICE OF THE PARLIAMENTARIAN,SALARIES  OFFICERS & EMPLOYEES,EQUIPMENT,4468,2116
,FISCAL YEAR 2020 OFFICE OF THE PARLIAMENTARIAN,SALARIES  OFFICERS & EMPLOYEES,SALARIES  OFFICERS & EMPLOYEES TOTALS:,968466.63,327790.31
,FISCAL YEAR 2020 OFFICE OF THE PARLIAMENTARIAN,SALARIES  OFFICERS & EMPLOYEES,OFFICE TOTALS:,968466.63,327790.31
,FISCAL YEAR 2020 COMPILATION OF PRECEDENTS,SALARIES  OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,331066.65,93999.99
,FISCAL YEAR 2020 COMPILATION OF PRECEDENTS,SALARIES  OFFICERS & EMPLOYEES,SALARIES  OFFICERS & EMPLOYEES TOTALS:,331066.65,93999.99
,FISCAL YEAR 2020 COMPILATION OF PRECEDENTS,SALARIES  OFFICERS & EMPLOYEES,OFFICE TOTALS:,331066.65,93999.99
,FISCAL YEAR 2020 TECHNICAL ASSISTANTS,SALARIES  OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,435830.31,145276.77
,FISCAL YEAR 2020 TECHNICAL ASSISTANTS,SALARIES  OFFICERS & EMPLOYEES,SALARIES  OFFICERS & EMPLOYEES TOTALS:,435830.31,145276.77
,FISCAL YEAR 2020 TECHNICAL ASSISTANTS,SALARIES  OFFICERS & EMPLOYEES,OFFICE TOTALS:,435830.31,145276.77
,FISCAL YEAR 2020 OFFICE OF INSPECTOR GENERAL,TRAINING  PERSONNEL & DEVELOP,TRAVEL,22.8,0
,FISCAL YEAR 2020 OFFICE OF INSPECTOR GENERAL,TRAINING  PERSONNEL & DEVELOP,OTHER SERVICES,11339.21,9758.81
,FISCAL YEAR 2020 OFFICE OF INSPECTOR GENERAL,TRAINING  PERSONNEL & DEVELOP,TRAINING  PERSONNEL & DEVELOP TOTALS:,11362.01,9758.81
,FISCAL YEAR 2020 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,PERSONNEL COMPENSATION,298403.75,100572.51
,FISCAL YEAR 2020 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,RENT  COMMUNICATION  UTILITIES,14954.34,6143.68
,FISCAL YEAR 2020 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,PRINTING AND REPRODUCTION,59.9,0
,FISCAL YEAR 2020 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,OTHER SERVICES,42439.06,14261.5
,FISCAL YEAR 2020 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,SUPPLIES AND MATERIALS,3512.82,333.76
,FISCAL YEAR 2020 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,EQUIPMENT,7218.53,1706
,FISCAL YEAR 2020 OFFICE OF INSPECTOR GENERAL,ADMIN AND OPS,ADMIN AND OPS TOTALS:,366588.4,123017.45
,FISCAL YEAR 2020 OFFICE OF INSPECTOR GENERAL,AUDIT  ADVISORY  INVESTIGATION,PERSONNEL COMPENSATION,2090141.57,680593.08
,FISCAL YEAR 2020 OFFICE OF INSPECTOR GENERAL,AUDIT  ADVISORY  INVESTIGATION,PRINTING AND REPRODUCTION,2435,680
,FISCAL YEAR 2020 OFFICE OF INSPECTOR GENERAL,AUDIT  ADVISORY  INVESTIGATION,SUPPLIES AND MATERIALS,141.92,101.79
,FISCAL YEAR 2020 OFFICE OF INSPECTOR GENERAL,AUDIT  ADVISORY  INVESTIGATION,EQUIPMENT,23400,23400
,FISCAL YEAR 2020 OFFICE OF INSPECTOR GENERAL,AUDIT  ADVISORY  INVESTIGATION,AUDIT  ADVISORY  INVESTIGATION TOTALS:,2116118.49,704774.87
,FISCAL YEAR 2020 OFFICE OF INSPECTOR GENERAL,AUDIT  ADVISORY  INVESTIGATION,OFFICE TOTALS:,2494068.9,837551.13
,FISCAL YEAR 2020 DIVERSITY & INCLUSION,SALARIES  OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,64926.73,55102.75
,FISCAL YEAR 2020 DIVERSITY & INCLUSION,SALARIES  OFFICERS & EMPLOYEES,SALARIES  OFFICERS & EMPLOYEES TOTALS:,64926.73,55102.75
,FISCAL YEAR 2020 DIVERSITY & INCLUSION,ADMIN AND OPS,RENT  COMMUNICATION  UTILITIES,1125.62,1125.62
,FISCAL YEAR 2020 DIVERSITY & INCLUSION,ADMIN AND OPS,ADMIN AND OPS TOTALS:,1125.62,1125.62
,FISCAL YEAR 2020 DIVERSITY & INCLUSION,ADMIN AND OPS,OFFICE TOTALS:,66052.35,56228.37
,FISCAL YEAR 2020 WHISTLEBLOWER OMBUDSMAN,SALARIES  OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,72042.48,42102.75
,FISCAL YEAR 2020 WHISTLEBLOWER OMBUDSMAN,SALARIES  OFFICERS & EMPLOYEES,SALARIES  OFFICERS & EMPLOYEES TOTALS:,72042.48,42102.75
,FISCAL YEAR 2020 WHISTLEBLOWER OMBUDSMAN,ADMIN AND OPS,RENT  COMMUNICATION  UTILITIES,594.67,233.51
,FISCAL YEAR 2020 WHISTLEBLOWER OMBUDSMAN,ADMIN AND OPS,PRINTING AND REPRODUCTION,182.5,0
,FISCAL YEAR 2020 WHISTLEBLOWER OMBUDSMAN,ADMIN AND OPS,SUPPLIES AND MATERIALS,965.44,155.15
,FISCAL YEAR 2020 WHISTLEBLOWER OMBUDSMAN,ADMIN AND OPS,ADMIN AND OPS TOTALS:,1742.61,388.66
,FISCAL YEAR 2020 WHISTLEBLOWER OMBUDSMAN,ADMIN AND OPS,OFFICE TOTALS:,73785.09,42491.41
,FISCAL YEAR 2020 LAW REVISION COUNSEL,ADMIN AND OPS,RENT  COMMUNICATION  UTILITIES,4031.02,1450.57
,FISCAL YEAR 2020 LAW REVISION COUNSEL,ADMIN AND OPS,OTHER SERVICES,28604.7,19078.71
,FISCAL YEAR 2020 LAW REVISION COUNSEL,ADMIN AND OPS,SUPPLIES AND MATERIALS,16416.64,3632.69
,FISCAL YEAR 2020 LAW REVISION COUNSEL,ADMIN AND OPS,EQUIPMENT,26569.21,8977.54
,FISCAL YEAR 2020 LAW REVISION COUNSEL,ADMIN AND OPS,ADMIN AND OPS TOTALS:,75621.57,33139.51
,FISCAL YEAR 2020 LAW REVISION COUNSEL,USC CODIFICATION & MAINTENANCE,PERSONNEL COMPENSATION,1579154.71,541075.08
,FISCAL YEAR 2020 LAW REVISION COUNSEL,USC CODIFICATION & MAINTENANCE,USC CODIFICATION & MAINTENANCE TOTALS:,1579154.71,541075.08
,FISCAL YEAR 2020 LAW REVISION COUNSEL,USC CODIFICATION & MAINTENANCE,OFFICE TOTALS:,1654776.28,574214.59
,FISCAL YEAR 2020 LEGISLATIVE COUNSEL,ADMIN AND OPS,TRAVEL,38.86,38.86
,FISCAL YEAR 2020 LEGISLATIVE COUNSEL,ADMIN AND OPS,RENT  COMMUNICATION  UTILITIES,35516.04,13979.43
,FISCAL YEAR 2020 LEGISLATIVE COUNSEL,ADMIN AND OPS,PRINTING AND REPRODUCTION,119.8,0
,FISCAL YEAR 2020 LEGISLATIVE COUNSEL,ADMIN AND OPS,OTHER SERVICES,161658.55,102531
,FISCAL YEAR 2020 LEGISLATIVE COUNSEL,ADMIN AND OPS,SUPPLIES AND MATERIALS,18968.07,403.73
,FISCAL YEAR 2020 LEGISLATIVE COUNSEL,ADMIN AND OPS,EQUIPMENT,85697.18,52101.9
,FISCAL YEAR 2020 LEGISLATIVE COUNSEL,ADMIN AND OPS,ADMIN AND OPS TOTALS:,301998.5,169054.92
,FISCAL YEAR 2020 LEGISLATIVE COUNSEL,DRAFTING LEGISLATION,PERSONNEL COMPENSATION,7100272.44,2385198.15
,FISCAL YEAR 2020 LEGISLATIVE COUNSEL,DRAFTING LEGISLATION,DRAFTING LEGISLATION TOTALS:,7100272.44,2385198.15
,FISCAL YEAR 2020 LEGISLATIVE COUNSEL,DRAFTING LEGISLATION,OFFICE TOTALS:,7402270.94,2554253.07
,FISCAL YEAR 2020 INTERPARLIAMENTARY AFFAIRS,SALARIES  OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,244300,81549.99
,FISCAL YEAR 2020 INTERPARLIAMENTARY AFFAIRS,SALARIES  OFFICERS & EMPLOYEES,RENT  COMMUNICATION  UTILITIES,6079.31,1703.92
,FISCAL YEAR 2020 INTERPARLIAMENTARY AFFAIRS,SALARIES  OFFICERS & EMPLOYEES,OTHER SERVICES,918.75,0
,FISCAL YEAR 2020 INTERPARLIAMENTARY AFFAIRS,SALARIES  OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,70042.92,32456.4
,FISCAL YEAR 2020 INTERPARLIAMENTARY AFFAIRS,SALARIES  OFFICERS & EMPLOYEES,SALARIES  OFFICERS & EMPLOYEES TOTALS:,321340.98,115710.31
,FISCAL YEAR 2020 INTERPARLIAMENTARY AFFAIRS,SALARIES  OFFICERS & EMPLOYEES,OFFICE TOTALS:,321340.98,115710.31
,FISCAL YEAR 2020 CLERK OF THE HOUSE,LIMS,OTHER SERVICES,471561.95,165032.95
,FISCAL YEAR 2020 CLERK OF THE HOUSE,LIMS,EQUIPMENT,91695.07,58320.07
,FISCAL YEAR 2020 CLERK OF THE HOUSE,LIMS,LIMS TOTALS:,563257.02,223353.02
,FISCAL YEAR 2020 CLERK OF THE HOUSE,ELECTRONIC VOTING SYSTEM,SUPPLIES AND MATERIALS,3595.03,0
,FISCAL YEAR 2020 CLERK OF THE HOUSE,ELECTRONIC VOTING SYSTEM,EQUIPMENT,134200.05,21870.39
,FISCAL YEAR 2020 CLERK OF THE HOUSE,ELECTRONIC VOTING SYSTEM,ELECTRONIC VOTING SYSTEM TOTALS:,137795.08,21870.39
,FISCAL YEAR 2020 CLERK OF THE HOUSE,CANNON RENEWAL,OTHER SERVICES,31167,0
,FISCAL YEAR 2020 CLERK OF THE HOUSE,CANNON RENEWAL,CANNON RENEWAL TOTALS:,31167,0
,FISCAL YEAR 2020 CLERK OF THE HOUSE,CANNON RENEWAL,OFFICE TOTALS:,732219.1,245223.41
,FISCAL YEAR 2020 ACQUISITIONS,MAIL AND PACKAGE DELIVERY,RENT  COMMUNICATION  UTILITIES,49833.36,25245.9
,FISCAL YEAR 2020 ACQUISITIONS,MAIL AND PACKAGE DELIVERY,OTHER SERVICES,2187780.22,960427.08
,FISCAL YEAR 2020 ACQUISITIONS,MAIL AND PACKAGE DELIVERY,EQUIPMENT,211667.62,98497.92
,FISCAL YEAR 2020 ACQUISITIONS,MAIL AND PACKAGE DELIVERY,MAIL AND PACKAGE DELIVERY TOTALS:,2449281.2,1084170.9
,FISCAL YEAR 2020 ACQUISITIONS,DIGITAL MAIL,OTHER SERVICES,1678744.36,742268.85
,FISCAL YEAR 2020 ACQUISITIONS,DIGITAL MAIL,DIGITAL MAIL TOTALS:,1678744.36,742268.85
,FISCAL YEAR 2020 ACQUISITIONS,DIGITAL MAIL,OFFICE TOTALS:,4128025.56,1826439.75
,FISCAL YEAR 2020 SERGEANT AT ARMS,NON - PERSONNEL,TRAVEL,21996.66,11558.42
,FISCAL YEAR 2020 SERGEANT AT ARMS,NON - PERSONNEL,RENT  COMMUNICATION  UTILITIES,14.85,0
,FISCAL YEAR 2020 SERGEANT AT ARMS,NON - PERSONNEL,OTHER SERVICES,84247.62,29362.24
,FISCAL YEAR 2020 SERGEANT AT ARMS,NON - PERSONNEL,NON - PERSONNEL TOTALS:,106259.13,40920.66
,FISCAL YEAR 2020 SERGEANT AT ARMS,MEMB DSTOFF SECUR ASSMNT OTH,OTHER SERVICES,62.7,29.95
,FISCAL YEAR 2020 SERGEANT AT ARMS,MEMB DSTOFF SECUR ASSMNT OTH,EQUIPMENT,69794.21,0
,FISCAL YEAR 2020 SERGEANT AT ARMS,MEMB DSTOFF SECUR ASSMNT OTH,MEMB DSTOFF SECUR ASSMNT OTH TOTALS:,69856.91,29.95
,FISCAL YEAR 2020 SERGEANT AT ARMS,MEMB DSTOFF SECUR ASSMNT OTH,OFFICE TOTALS:,176116.04,40950.61
,FISCAL YEAR 2020 SERGEANT AT ARMS,PERSONNEL,PERSONNEL COMPENSATION,1745281.59,575443.72
,FISCAL YEAR 2020 SERGEANT AT ARMS,PERSONNEL,PERSONNEL TOTALS:,1745281.59,575443.72
,FISCAL YEAR 2020 SERGEANT AT ARMS,NON - PERSONNEL,TRAVEL,63530.08,25425.87
,FISCAL YEAR 2020 SERGEANT AT ARMS,NON - PERSONNEL,RENT  COMMUNICATION  UTILITIES,109118.99,40049.56
,FISCAL YEAR 2020 SERGEANT AT ARMS,NON - PERSONNEL,PRINTING AND REPRODUCTION,5357.96,1675.09
,FISCAL YEAR 2020 SERGEANT AT ARMS,NON - PERSONNEL,OTHER SERVICES,157932.29,122215.84
,FISCAL YEAR 2020 SERGEANT AT ARMS,NON - PERSONNEL,SUPPLIES AND MATERIALS,125730.31,78750.99
,FISCAL YEAR 2020 SERGEANT AT ARMS,NON - PERSONNEL,EQUIPMENT,162408.61,61262.82
,FISCAL YEAR 2020 SERGEANT AT ARMS,NON - PERSONNEL,NON - PERSONNEL TOTALS:,624078.24,329380.17
,FISCAL YEAR 2020 SERGEANT AT ARMS,CONVENTIONS,TRAVEL,1588.73,610.88
,FISCAL YEAR 2020 SERGEANT AT ARMS,CONVENTIONS,CONVENTIONS TOTALS:,1588.73,610.88
,FISCAL YEAR 2020 SERGEANT AT ARMS,OVERSEAS TRVL CAP POLICE REIMB,TRAVEL,237744.32,104106
,FISCAL YEAR 2020 SERGEANT AT ARMS,OVERSEAS TRVL CAP POLICE REIMB,OTHER SERVICES,152919.4,72484.87
,FISCAL YEAR 2020 SERGEANT AT ARMS,OVERSEAS TRVL CAP POLICE REIMB,OVERSEAS TRVL CAP POLICE REIMB TOTALS:,390663.72,176590.87
,FISCAL YEAR 2020 SERGEANT AT ARMS,MEMB DSTOFF SECUR ASSMNT OTH,OTHER SERVICES,41760.73,15759.28
,FISCAL YEAR 2020 SERGEANT AT ARMS,MEMB DSTOFF SECUR ASSMNT OTH,EQUIPMENT,581,581
,FISCAL YEAR 2020 SERGEANT AT ARMS,MEMB DSTOFF SECUR ASSMNT OTH,MEMB DSTOFF SECUR ASSMNT OTH TOTALS:,42341.73,16340.28
,FISCAL YEAR 2020 SERGEANT AT ARMS,MEMB DSTOFF SECUR ASSMNT OTH,OFFICE TOTALS:,2803954.01,1098365.92
,FISCAL YEAR 2020 EMD,OEPPO,OTHER SERVICES,296312.69,35184.43
,FISCAL YEAR 2020 EMD,OEPPO,OEPPO TOTALS:,296312.69,35184.43
,FISCAL YEAR 2020 EMD,OEPPO,OFFICE TOTALS:,296312.69,35184.43
,FISCAL YEAR 2020 ENTERPRISE APPLICATIONS,CONGRESSIONAL TRANSITION,OTHER SERVICES,0.5,0
,FISCAL YEAR 2020 ENTERPRISE APPLICATIONS,CONGRESSIONAL TRANSITION,CONGRESSIONAL TRANSITION TOTALS:,0.5,0
,FISCAL YEAR 2020 ENTERPRISE APPLICATIONS,CONGRESSIONAL TRANSITION,OFFICE TOTALS:,0.5,0
,FISCAL YEAR 2020 IT CUSTOMER SOLUTIONS,CONGRESSIONAL TRANSITION,OTHER SERVICES,4816.8,0
,FISCAL YEAR 2020 IT CUSTOMER SOLUTIONS,CONGRESSIONAL TRANSITION,CONGRESSIONAL TRANSITION TOTALS:,4816.8,0
,FISCAL YEAR 2020 IT CUSTOMER SOLUTIONS,CONGRESSIONAL TRANSITION,OFFICE TOTALS:,4816.8,0
,FISCAL YEAR 2020 IT CUSTOMER SOLUTIONS,CONGRESSIONAL TRANSITION,OTHER SERVICES,99801.9,57676.8
,FISCAL YEAR 2020 IT CUSTOMER SOLUTIONS,CONGRESSIONAL TRANSITION,CONGRESSIONAL TRANSITION TOTALS:,99801.9,57676.8
,FISCAL YEAR 2020 IT CUSTOMER SOLUTIONS,CONGRESSIONAL TRANSITION,OFFICE TOTALS:,99801.9,57676.8
,FISCAL YEAR 2020 HOUSE WEB SERVICES,CONGRESSIONAL TRANSITION,OTHER SERVICES,60218.31,48485.38
,FISCAL YEAR 2020 HOUSE WEB SERVICES,CONGRESSIONAL TRANSITION,CONGRESSIONAL TRANSITION TOTALS:,60218.31,48485.38
,FISCAL YEAR 2020 HOUSE WEB SERVICES,CONGRESSIONAL TRANSITION,OFFICE TOTALS:,60218.31,48485.38
,FISCAL YEAR 2020 LOGISTICS,CONGRESSIONAL TRANSITION,SUPPLIES AND MATERIALS,36201,36201
,FISCAL YEAR 2020 LOGISTICS,CONGRESSIONAL TRANSITION,EQUIPMENT,140088,140088
,FISCAL YEAR 2020 LOGISTICS,CONGRESSIONAL TRANSITION,CONGRESSIONAL TRANSITION TOTALS:,176289,176289
,FISCAL YEAR 2020 LOGISTICS,CONGRESSIONAL TRANSITION,OFFICE TOTALS:,176289,176289
,FISCAL YEAR 2020 NETWORKING,CANNON RENEWAL SWING SPACE,OTHER SERVICES,3201.87,1857.55
,FISCAL YEAR 2020 NETWORKING,CANNON RENEWAL SWING SPACE,EQUIPMENT,28163.77,11668.2
,FISCAL YEAR 2020 NETWORKING,CANNON RENEWAL SWING SPACE,CANNON RENEWAL SWING SPACE TOTALS:,31365.64,13525.75
,FISCAL YEAR 2020 NETWORKING,CANNON RENEWAL SWING SPACE,OFFICE TOTALS:,31365.64,13525.75
,FISCAL YEAR 2020 LIFE CYCLE REPLACEMENT,COMMUNICATIONS EQUIPMENT,OTHER SERVICES,976.16,976.16
,FISCAL YEAR 2020 LIFE CYCLE REPLACEMENT,COMMUNICATIONS EQUIPMENT,EQUIPMENT,142347.21,135766.04
,FISCAL YEAR 2020 LIFE CYCLE REPLACEMENT,COMMUNICATIONS EQUIPMENT,COMMUNICATIONS EQUIPMENT TOTALS:,143323.37,136742.2
,FISCAL YEAR 2020 LIFE CYCLE REPLACEMENT,COMMUNICATIONS EQUIPMENT,OFFICE TOTALS:,143323.37,136742.2
,FISCAL YEAR 2020 LIFE CYCLE REPLACEMENT,PROJECT MANAGEMENT,OTHER SERVICES,191313.5,191313.5
,FISCAL YEAR 2020 LIFE CYCLE REPLACEMENT,PROJECT MANAGEMENT,SUPPLIES AND MATERIALS,271682.19,271682.19
,FISCAL YEAR 2020 LIFE CYCLE REPLACEMENT,PROJECT MANAGEMENT,PROJECT MANAGEMENT TOTALS:,462995.69,462995.69
,FISCAL YEAR 2020 LIFE CYCLE REPLACEMENT,PROJECT MANAGEMENT,OFFICE TOTALS:,462995.69,462995.69
,FISCAL YEAR 2020 HOUSE RECORDING STUDIO,ADMIN (COMM ROOM),EQUIPMENT,18470,18470
,FISCAL YEAR 2020 HOUSE RECORDING STUDIO,ADMIN (COMM ROOM),ADMIN (COMM ROOM) TOTALS:,18470,18470
,FISCAL YEAR 2020 HOUSE RECORDING STUDIO,LIFECYCLE (COMM ROOM),OTHER SERVICES,8600.13,0
,FISCAL YEAR 2020 HOUSE RECORDING STUDIO,LIFECYCLE (COMM ROOM),SUPPLIES AND MATERIALS,15349.63,6161.33
,FISCAL YEAR 2020 HOUSE RECORDING STUDIO,LIFECYCLE (COMM ROOM),EQUIPMENT,30713.25,9491
,FISCAL YEAR 2020 HOUSE RECORDING STUDIO,LIFECYCLE (COMM ROOM),LIFECYCLE (COMM ROOM) TOTALS:,54663.01,15652.33
,FISCAL YEAR 2020 HOUSE RECORDING STUDIO,LIFECYCLE (COMM ROOM),OFFICE TOTALS:,73133.01,34122.33
,2020 HON. 25TH DISTRICT OF CALIFORNIA,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,90.04,83.01
,2020 HON. 25TH DISTRICT OF CALIFORNIA,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,203083.36,61347.25
